X(E/m),Y(N/m)
330200.383212961722165,4156665.227470112498850
330200.238669757382013,4156665.075017265044153
330200.148273530183360,4156664.976960246451199
330200.048814989102539,4156664.867987930309027
330199.949583337409422,4156664.770111580379307
330199.796204694954213,4156664.617839407641441
330199.642826049122959,4156664.465567238163203
330199.489447395491879,4156664.313295070081949
330199.381380305567291,4156664.215599391609430
330199.273313213139772,4156664.117903716862202
330199.156410695053637,4156664.020388708915561
330198.994423494266812,4156663.879393181763589
330198.823373971157707,4156663.727482360787690
330198.706471442244947,4156663.629967357963324
330198.598404334275983,4156663.532271692063659
330198.427581688505597,4156663.391456842888147
330198.319514574133791,4156663.293761176988482
330198.148918810766190,4156663.164042297750711
330197.978323044138961,4156663.034323421306908
330197.870709704642650,4156662.958819691091776
330197.709176246426068,4156662.840016116853803
330197.556478205951862,4156662.721031876280904
330197.386109311715700,4156662.602408977225423
330197.215513521456160,4156662.472690115682781
330197.044690830283798,4156662.331875294446945
330196.874321922776289,4156662.213252403307706
330196.686055263620801,4156662.083894891664386
330196.506850918172859,4156661.965452678035945
330196.318811141944025,4156661.847191139124334
330196.130771360127255,4156661.728929604403675
330195.942731575225480,4156661.610668073408306
330195.755145572766196,4156661.514598473906517
330195.585230417898856,4156661.418167537543923
330195.406706728274003,4156661.333013241179287
330195.227956141461618,4156661.236762983724475
330195.049205548013560,4156661.140512728132308
330194.870681846630760,4156661.055358441546559
330194.754233028041199,4156660.980035421438515
330194.575709319906309,4156660.894881142769009
330194.388350181281567,4156660.809907537419349
330194.209599568392150,4156660.713657302316278
330194.031075850711204,4156660.628503032494336
330193.915080811013468,4156660.575371953658760
330193.736557084834203,4156660.490217690356076
330193.548971029813401,4156660.394148140214384
330193.361611868487671,4156660.309174558613449
330193.183088130550459,4156660.224020306952298
330193.058030755491927,4156660.159973948728293
330192.870671583397780,4156660.075000377371907
330192.674703878816217,4156660.001303448341787
330192.487571598147042,4156659.927425850648433
330192.300439314043615,4156659.853548255749047
330192.184444251470268,4156659.800417200196534
330192.006374289514497,4156659.737454902846366
330191.819241996388882,4156659.663577319588512
330191.623728074773680,4156659.612072343006730
330191.428667949629016,4156659.582759301178157
330191.295909624313936,4156659.574373464100063
330191.092467870796099,4156659.567433033604175
330190.889706820948049,4156659.593780501279980
330190.704843530198559,4156659.630862588062882
330190.520434044650756,4156659.690136605408043
330190.336478365934454,4156659.771602557040751
330190.170647353515960,4156659.874899088405073
330190.022941003669985,4156660.000026197638363
330189.884070088155568,4156660.124972634948790
330189.772159265354276,4156660.271568972617388
330189.660475349577609,4156660.429261276032776
330189.557626865454949,4156660.586772902868688
330189.472676142700948,4156660.755019141826779
330189.378889996791258,4156660.923446060623974
330189.294166185252834,4156661.102788265328854
330189.209215476061217,4156661.271034508477896
330189.133554002270103,4156661.461292001884431
330189.057892532204278,4156661.651549497619271
330188.999901917646639,4156661.841445637866855
330188.942138212500140,4156662.042437743861228
330188.892983029421885,4156662.232153208460659
330188.852890180656686,4156662.432783958502114
330188.830468181986362,4156662.633053353987634
330188.825717038766015,4156662.832961393054575
330188.820965893915854,4156663.032869431655854
330188.833658693823963,4156663.221320149488747
330188.854960013472009,4156663.398494225926697
330188.893932180362754,4156663.575306946411729
330188.941512867517304,4156663.740843025036156
330188.997928974451497,4156663.906198425684124
330189.054571985965595,4156664.082649790216237
330189.111214992881287,4156664.259101156145334
330189.139990303898230,4156664.369518768042326
330189.196633309707977,4156664.545970133040100
330189.253503215208184,4156664.733517463784665
330189.301537695981096,4156664.921245473437011
330189.340736754704267,4156665.109154160134494
330189.369738964363933,4156665.230667737312615
330189.408938020584174,4156665.418576422613114
330189.447910169372335,4156665.595389146357775
330189.469438377185725,4156665.783659188542515
330189.481904259300791,4156665.961013943422586
330189.476699298596941,4156666.138730055186898
330189.454050400061533,4156666.327903482597321
330189.431174599099904,4156666.505980949383229
330189.399463376495987,4156666.684239093214273
330189.341245893971063,4156666.863039268646389
330189.282801512454171,4156667.030743480660021
330189.206686291028745,4156667.198809048160911
330189.112900233012624,4156667.367235973011702
330189.018660372123122,4156667.513470969628543
330188.915585092850961,4156667.659886645153165
330188.794612071244046,4156667.795567715540528
330188.664349826460239,4156667.909237536601722
330188.525252166029532,4156668.023088037036359
330188.377092182578053,4156668.126023255288601
330188.219869880296756,4156668.218043189495802
330188.044749835273251,4156668.299328521359712
330187.869629793567583,4156668.380613857414573
330187.685447432217188,4156668.450983910355717
330187.518935909087304,4156668.520992610137910
330187.343135156261269,4156668.568990062456578
330187.167334407451563,4156668.616987519431859
330186.991306751035154,4156668.653889015316963
330186.815279095957521,4156668.690790517255664
330186.629962208040524,4156668.705680770333856
330186.453707649430726,4156668.731486312113702
330186.268617670924868,4156668.757472541183233
330186.118869367637672,4156668.782736048568040
330185.959831831336487,4156668.785988311283290
330185.818918949924409,4156668.811071142088622
330185.642437483766116,4156668.825780737213790
330185.457120599457994,4156668.840671018697321
330185.262968297232874,4156668.855741986539215
330185.077424506307580,4156668.859536310657859
330184.883272204664536,4156668.874607287812978
330184.689119903370738,4156668.889678267762065
330184.486359094909858,4156668.916025901213288
330184.292660616687499,4156668.953288820572197
330184.107343736104667,4156668.968179131858051
330183.912964526098222,4156668.972154167015105
330183.736709976219572,4156668.997959766536951
330183.551620011101477,4156669.023946055676788
330183.348632295732386,4156669.039197752252221
330183.172150835976936,4156669.053907399997115
330182.977998542075511,4156669.068978421855718
330182.792908577714115,4156669.094964727759361
330182.607364788069390,4156669.098759107757360
330182.422047911561094,4156669.113649455830455
330182.227668703591917,4156669.117624531034380
330182.050960334425326,4156669.121238238178194
330181.874251962988637,4156669.124851949978620
330181.688708173169289,4156669.128646350465715
330181.503391297941562,4156669.143536720890552
330181.318074425449595,4156669.158427094109356
330181.123922132770531,4156669.173498159740120
330180.938151428010315,4156669.166196612175554
330180.725874467636459,4156669.159437130205333
330180.495472837821580,4156669.130847096908838
330180.282742042909376,4156669.101895698346198
330180.079073581378907,4156669.083859580568969
330179.892849038820714,4156669.054366126190871
330179.758502420911100,4156668.968308726325631
330179.606258047802839,4156668.871516738552600
330179.462622172548436,4156668.763448101002723
330179.318532458390109,4156668.633187536150217
330179.192340493435040,4156668.513661563396454
330179.065694691496901,4156668.371943660546094
330178.965555143426172,4156668.229683693964034
330178.874024095828645,4156668.076147075276822
330178.791328462364618,4156667.922429766505957
330178.708178989531007,4156667.746520530898124
330178.642927272012457,4156667.581345884129405
330178.595119476434775,4156667.404713891446590
330178.547311676957179,4156667.228081901557744
330178.516947800759226,4156667.039992568083107
330178.495419344457332,4156666.851722545456141
330178.482726308517158,4156666.663271832745522
330178.487704114930239,4156666.474459742195904
330178.510125846369192,4156666.274190310388803
330178.532547579379752,4156666.073920877184719
330178.564031656249426,4156665.884566720109433
330178.612959660938941,4156665.683755219914019
330178.662114584352821,4156665.494039686396718
330178.711496430507395,4156665.315420117694885
330178.761105194920674,4156665.147896514274180
330178.828611725242808,4156664.991107496898621
330178.904726765817031,4156664.823041826952249
330178.972006386495195,4156664.655156847089529
330179.057637609541416,4156664.520198386162519
330179.151877341617364,4156664.373963271733373
330179.264468676352408,4156664.260654677171260
330179.403339368291199,4156664.135708052664995
330179.533828476618510,4156664.033134050667286
330179.690823857788928,4156663.930017986334860
330179.838983818772249,4156663.827082612551749
330179.987597618135624,4156663.746339172124863
330180.153655350499321,4156663.654138394631445
330180.319713088683784,4156663.561937620397657
330180.494606254738756,4156663.469556161668152
330180.669272509345319,4156663.366078742314130
330180.834876426146366,4156663.251686051487923
330181.000707264640369,4156663.148389326408505
330181.157248850562610,4156663.023081361316144
330181.304728101822548,4156662.886858121491969
330181.443371935049072,4156662.750815572217107
330181.563891091733240,4156662.592942465096712
330181.675574827706441,4156662.435250047128648
330181.769360803009477,4156662.266823035664856
330181.854311356437393,4156662.098576711490750
330181.903693295898847,4156661.919957164209336
330181.944466722838115,4156661.752614269033074
330181.967342385440134,4156661.574536780361086
330181.954876343079377,4156661.397182030603290
330181.933121046633460,4156661.197816037107259
330181.867642439436167,4156661.021545402240008
330181.801936918403953,4156660.834178801160306
330181.727395964902826,4156660.646992885041982
330181.627029467315879,4156660.493636923842132
330181.491548169404268,4156660.352099669165909
330181.365356123133097,4156660.232573659159243
330181.230328645266127,4156660.113228337839246
330181.077630305138882,4156659.994244390632957
330180.907714936009143,4156659.897813749033958
330180.729644877370447,4156659.834851690102369
330180.542512472078670,4156659.760974356438965
330180.364669322851114,4156659.709108270704746
330180.160546801460441,4156659.668880212586373
330179.956424277857877,4156659.628652161918581
330179.761591015500017,4156659.610435356386006
330179.593490951927379,4156659.602772457059473
330179.390276090358384,4156659.606928277760744
330179.160781860118732,4156659.622722131665796
330178.957793916109949,4156659.637973927892745
330178.754579054831993,4156659.642129763495177
330178.552044947340619,4156659.679573500528932
330178.366954780067317,4156659.705559894908220
330178.191153879160993,4156659.753557537682354
330178.006517553934827,4156659.801735872868448
330177.822108147200197,4156659.861010175198317
330177.637698742910288,4156659.920284483581781
330177.462351691094227,4156659.990474069956690
330177.278169211407658,4156660.060844350606203
330177.103049082797952,4156660.142129907850176
330176.919093529460952,4156660.223596163094044
330176.743973407545127,4156660.304881729651242
330176.568626370513812,4156660.375071336049587
330176.393733175704256,4156660.467452874872833
330176.209777635871433,4156660.548919144552201
330176.034657529322430,4156660.630204726010561
330175.859537423821166,4156660.711490313056856
330175.684417321579531,4156660.792775902431458
330175.509297222713940,4156660.874061496462673
330175.334404051594902,4156660.966443059500307
330175.159283959481400,4156661.047728659585118
330174.984390793368220,4156661.140110230073333
330174.809497633366846,4156661.232491803821176
330174.643439901759848,4156661.324692687485367
330174.468546749092638,4156661.417074269149452
330174.302489024703391,4156661.509275161195546
330174.136431303981226,4156661.601476057898253
330173.970600513159297,4156661.704772919416428
330173.804769724200014,4156661.808069786988199
330173.638712016749196,4156661.900270691607147
330173.481716661830433,4156662.003386871889234
330173.315885886899196,4156662.106683748308569
330173.167952890973538,4156662.220715205185115
330173.011184475617483,4156662.334927357733250
330172.863251487957314,4156662.448958820197731
330172.715545432525687,4156662.574086248874664
330172.558777027588803,4156662.688298412598670
330172.419906406314112,4156662.813245152123272
330172.281035787076689,4156662.938191893976182
330172.142392100882716,4156663.074234602041543
330172.012810771353543,4156663.221192583441734
330171.883002519258298,4156663.357054601423442
330171.762256621208508,4156663.503831889946014
330171.650573081802577,4156663.661524450406432
330171.547498043568339,4156663.807940349914134
330171.453712288755924,4156663.976367483846843
330171.368535036337562,4156664.133517957758158
330171.292647064954508,4156664.312679665163159
330171.225367592647672,4156664.480564712081105
330171.158315051463433,4156664.659545724745840
330171.109160290565342,4156664.849261309951544
330171.068614026997238,4156665.027700234204531
330171.045965537312441,4156665.216873726341873
330171.031925545656122,4156665.394770557526499
330171.026720977271907,4156665.572486693505198
330171.030578760313801,4156665.761118096765131
330171.025374192860909,4156665.938834231812507
330171.046902820235118,4156666.127104240935296
330171.059369096765295,4156666.304458982311189
330171.080670794646721,4156666.481633025221527
330171.101972494157963,4156666.658807069994509
330171.114665697969031,4156666.847257777117193
330171.135967394046020,4156667.024431820958853
330171.157496017985977,4156667.212701830547303
330171.170189220632892,4156667.401152537204325
330171.191717843408696,4156667.589422546792775
330171.213246465544216,4156667.777692554984242
330171.235002017579973,4156667.977058530319482
330171.256530636106618,4156668.165328539907932
330171.287121606292203,4156668.364513817708939
330171.308650225633755,4156668.552783827763051
330171.312508005998097,4156668.741415232419968
330171.316365786478855,4156668.930046635214239
330171.302325801283587,4156669.107943468261510
330171.279677324579097,4156669.297116962261498
330171.239358014776371,4156669.486651851795614
330171.190203288802877,4156669.676367437466979
330171.131986216758378,4156669.855167755391449
330171.064933731919155,4156670.034148773178458
330170.988818901591003,4156670.202214520890266
330170.903868657187559,4156670.370460969395936
330170.801020652696025,4156670.527972847688943
330170.689110306091607,4156670.674569460563362
330170.577426892821677,4156670.832262040115893
330170.447618789039552,4156670.968124086502939
330170.308748345356435,4156671.093070869334042
330170.169650975731201,4156671.206921688746661
330170.012882774928585,4156671.321133907884359
330169.855887650221121,4156671.424250165000558
330169.680994763970375,4156671.516631857026368
330169.505874950555153,4156671.597917589824647
330169.321919726557098,4156671.679384024813771
330169.137737572425976,4156671.749754497315735
330168.953555421205238,4156671.820124975405633
330168.760537857015152,4156671.890676157083362
330168.576355711673386,4156671.961046642623842
330168.383565085998271,4156672.042693798895925
330168.199609881790821,4156672.124160258099437
330168.015654678805731,4156672.205626723356545
330167.831926412472967,4156672.298189156688750
330167.657260498846881,4156672.401666857767850
330167.473759174230509,4156672.505325265228748
330167.299093271431047,4156672.608802975155413
330167.124654304760043,4156672.723376653157175
330166.959050760080572,4156672.837769634090364
330166.802282632386778,4156672.951981916092336
330166.636906029190868,4156673.077470868825912
330166.489427197258919,4156673.213694386184216
330166.332886020536534,4156673.339002642780542
330166.185180260683410,4156673.464130199048668
330166.028866028878838,4156673.600534428376704
330165.889995692181401,4156673.725481287110597
330165.742516884114593,4156673.861704819370061
330165.604100430966355,4156674.008843615185469
330165.465457044076174,4156674.144886447582394
330165.335876014083624,4156674.291844546329230
330165.206521923420951,4156674.449898610357195
330165.068332426832058,4156674.608133381698281
330164.938978348625824,4156674.766187449917197
330164.827522038365714,4156674.934976079035550
330164.698394907638431,4156675.104126117192209
330164.595774019602686,4156675.272734045051038
330164.492926198174246,4156675.430246008560061
330164.390305318695027,4156675.598853939212859
330164.287457505357452,4156675.756365906912833
330164.193672046298161,4156675.924793134909123
330164.100113529595546,4156676.104316331446171
330164.006555017200299,4156676.283839526586235
330163.912996509054210,4156676.463362724985927
330163.828500355011784,4156676.653801184613258
330163.752612677053548,4156676.832962974440306
330163.676951943896711,4156677.023220730014145
330163.609899683448020,4156677.202201816719025
330163.551682836492546,4156677.381002198439091
330163.493465992156416,4156677.559802579227835
330163.426413743174635,4156677.738783667795360
330163.377259256027173,4156677.928499309346080
330163.302733239193913,4156678.174236895516515
330163.244516407081392,4156678.353037280030549
330163.186526517500170,4156678.542933629825711
330163.137372042052448,4156678.732649274170399
330163.079382160503883,4156678.922545625362545
330163.039290036540478,4156679.123176529537886
330162.999197914847173,4156679.323807434644550
330162.959105797810480,4156679.524438340216875
330162.910178275138605,4156679.725249950774014
330162.878921568160877,4156679.925700149964541
330162.839964159997180,4156680.181810884270817
330162.808707457268611,4156680.382261083927006
330162.777450758614577,4156680.582711284514517
330162.746194061823189,4156680.783161485102028
330162.723772773286328,4156680.983430978842080
330162.710186890210025,4156681.183519766200334
330162.687765604350716,4156681.383789261803031
330162.665117379277945,4156681.572962790727615
330162.642696096270811,4156681.773232286330312
330162.620274812448770,4156681.973501781467348
330162.590152831748128,4156682.229431808460504
330162.576566958450712,4156682.429520598147064
330162.572043431806378,4156682.640524645801634
330162.576128369197249,4156682.840252020396292
330162.571604843600653,4156683.051256068050861
330162.575689781573601,4156683.250983444042504
330162.596310822525993,4156683.394869579467922
330162.616931862896308,4156683.538755715359002
330162.629171381064225,4156683.705014489125460
330162.641864781035110,4156683.893465193454176
330162.663166642829310,4156684.070639225188643
330162.692850027349778,4156684.225440619047731
330162.720717881631572,4156684.291474291589111
330162.730007166275755,4156684.313485515303910
330162.738615628331900,4156684.302208843175322
330162.729780225432478,4156684.302389550022781
330162.711882478673942,4156684.291654998436570
330162.703047075774521,4156684.291835704352707
330162.685376269975677,4156684.292197117581964
330162.667478520947043,4156684.281462565530092
330162.658643117989413,4156684.281643272377551
330162.649807715089992,4156684.281823978759348
330162.649807715089992,4156684.281823978759348
330162.640972312132362,4156684.282004686072469
330162.640972312132362,4156684.282004686072469
330162.641199253150262,4156684.293100651353598
