X(E/m),Y(N/m)
330193.212630663998425,4156670.313865470234305
330193.103442727064248,4156670.593613342847675
330192.838166999863461,4156671.020860885735601
330192.624996196362190,4156671.402640536427498
330192.418618726078421,4156671.684375836979598
330192.360401223064400,4156671.863175992388278
330192.276131281396374,4156672.064710101112723
330192.225841597013641,4156672.198945723939687
330192.271833876962774,4156672.286810067016631
330192.317826153594069,4156672.374674410559237
330192.311486644437537,4156672.496910696383566
330192.286795605439693,4156672.586220435332507
330192.313528748753015,4156672.596774376928806
330192.306281637982465,4156672.674626803025603
330192.333468581957277,4156672.707372673787177
330192.378553254355211,4156672.750853158533573
330192.432019541854970,4156672.771961039397866
330192.493867442652117,4156672.770696317777038
330192.547106827259995,4156672.780708236154169
330192.591510797734372,4156672.790900829248130
330192.627079356287140,4156672.801274095661938
330192.662421012413688,4156672.800551398657262
330192.680318740545772,4156672.811286014039069
330192.680545640527271,4156672.822381979785860
330192.698443368542939,4156672.833116595167667
330192.707278784830123,4156672.832935921847820
330192.724949612806085,4156672.832574572414160
330192.742393540858757,4156672.821117260027677
330192.751228954875842,4156672.820936585310847
330192.759837468969636,4156672.809659946709871
330192.777281397138722,4156672.798202633392066
330192.786116813484114,4156672.798021959140897
330192.794725327636115,4156672.786745320539922
330192.794498427712824,4156672.775649355258793
330192.794498427712824,4156672.775649355258793
330192.794044628040865,4156672.753457426093519
330192.785436113830656,4156672.764734064228833
330192.863593441899866,4156672.696532210335135
330192.915471430518664,4156672.639968342613429
330193.002917976467870,4156672.593777745030820
330193.107808452507015,4156672.536129835061729
330193.203863515635021,4156672.478662602137774
330193.308527095359750,4156672.409918729681522
330193.404582159011625,4156672.352451498154551
330193.509472640696913,4156672.294803593773395
330193.614136225194670,4156672.226059725508094
330193.719026709848549,4156672.168411823920906
330193.859031958738342,4156672.098945267964154
330193.990201792796142,4156672.029659386258572
330194.121371629007626,4156671.960373507346958
330194.262057578016538,4156671.924194850493222
330194.384845798369497,4156671.877281576860696
330194.507634019944817,4156671.830368306487799
330194.657836079422850,4156671.827296878211200
330194.771788885875139,4156671.780564282089472
330194.895030907006003,4156671.755842945538461
330195.018272926565260,4156671.731121610850096
330195.150577258493286,4156671.717315571848303
330195.273819279158488,4156671.692594240885228
330195.406123611959629,4156671.678788204211742
330195.538427947205491,4156671.664982170797884
330195.679340799862985,4156671.639899502508342
330195.829089068342000,4156671.614636167883873
330195.961847196158487,4156671.623022070154548
330196.112503049196675,4156671.642142595723271
330196.227590341237374,4156671.650889844633639
330196.351286157499999,4156671.648360459133983
330196.457991825882345,4156671.679480307269841
330196.573079119087197,4156671.688227560371161
330196.696548037696630,4156671.674602213781327
330196.811635330552235,4156671.683349471073598
330196.943939664633945,4156671.669543459080160
330197.067408586211968,4156671.655918120872229
330197.173206675623078,4156671.642654121853411
330197.261333932867274,4156671.629751462489367
330197.349234298861120,4156671.605752839706838
330197.445743186865002,4156671.570477584842592
330197.551314384327270,4156671.546117627061903
330197.674783306079917,4156671.532492296304554
330197.798706016386859,4156671.541058897040784
330197.930329674854875,4156671.493965008296072
330198.053798597597051,4156671.480339682660997
330198.195165243756492,4156671.477448988240212
330198.336304999713320,4156671.463462330400944
330198.494888692162931,4156671.438018375076354
330198.645090756239370,4156671.434947019908577
330198.795065926329698,4156671.420779701787978
330198.945041098981164,4156671.406612387858331
330199.094562487094663,4156671.370253145229071
330199.262435382697731,4156671.366820467170328
330199.403802030021325,4156671.363929792307317
330199.553550311189611,4156671.338666526135057
330199.721196316648275,4156671.324137890245765
330199.870717711106408,4156671.287778664380312
330200.011630577035248,4156671.262696071062237
330200.152543448028155,4156671.237613480072469
330200.310900261159986,4156671.201073594857007
330200.451813131570816,4156671.175991008989513
330200.593179781513754,4156671.173100355546921
330200.742247403482907,4156671.114549216348678
330200.901738663087599,4156671.133489164058119
330201.025434484588914,4156671.130959848873317
330201.175409661896992,4156671.116792573593557
330201.316776312363800,4156671.113901930861175
330201.449534437735565,4156671.122287922073156
330201.581838784448337,4156671.108481984119862
330201.740422490285710,4156671.083038092125207
330201.881562255672179,4156671.069051495753229
330202.040599737549201,4156671.065799537114799
330202.181966388307046,4156671.062908909749240
330202.331714682921302,4156671.037645692937076
330202.472627560491674,4156671.012563142459840
330202.630984385556076,4156670.976023301482201
330202.780505794100463,4156670.939664129167795
330202.930480978335254,4156670.925496886018664
330203.071393858990632,4156670.900414345320314
330203.212079854565673,4156670.864235842134804
330203.352992739237379,4156670.839153307955712
330203.493678736849688,4156670.802974808495492
330203.643653924053069,4156670.788807578384876
330203.784339923528023,4156670.752629087772220
330203.916871162888128,4156670.749919152352959
330204.066165697469842,4156670.702464038040489
330204.189407752593979,4156670.677742839790881
330204.321485224296339,4156670.652840983122587
330204.454016464878805,4156670.650131056550890
330204.594475587946363,4156670.602856614626944
330204.726779945427552,4156670.589050726965070
330204.850475770828780,4156670.586521468590945
330204.982099478656892,4156670.539427693467587
330205.123012372467201,4156670.514345188625157
330205.255089848709758,4156670.489443346392363
330205.378331909654662,4156670.464722166769207
330205.510636269988026,4156670.450916293077171
330205.607598968665116,4156670.437833063770086
330205.740130211925134,4156670.435123157221824
330205.863145392446313,4156670.399306021165103
330205.978232686175033,4156670.408053403254598
330206.101928513729945,4156670.405524163506925
330206.225624341168441,4156670.402994925156236
330206.366991003043950,4156670.400104370433837
330206.508130781236105,4156670.386117853224277
330206.658332857186906,4156670.383046643342823
330206.799699519120622,4156670.380156095139682
330206.949674714123830,4156670.365988925565034
330207.091495137312450,4156670.385290311183780
330207.215644725481980,4156670.404953015968204
330207.366073680808768,4156670.412977783940732
330207.516275757807307,4156670.409906588960439
330207.658323056064546,4156670.440303948242217
330207.808978891698644,4156670.459424688480794
330207.942644530674443,4156670.512194639071822
330208.085145583783742,4156670.564783933106810
330208.192985609231982,4156670.651383754331619
330208.300825632410124,4156670.737983577419072
330208.426109605527017,4156670.813126121181995
330208.568383771460503,4156670.854619460180402
330208.658326078555547,4156670.930484638083726
330208.800827121769544,4156670.983073944691569
330208.873552351258695,4156671.081492366734892
330208.946050698694307,4156671.168814824428409
330209.027157583856024,4156671.244860662147403
330209.108264465350658,4156671.320906500797719
330209.154483443649951,4156671.419866894837469
330209.182804713549558,4156671.508092639502138
330209.211579736438580,4156671.618510312400758
330209.240127880708314,4156671.717832020018250
330209.277057683328167,4156671.794781143311411
330209.305152070941404,4156671.871910925023258
330209.359298947965726,4156671.926306806504726
330209.405291042814497,4156672.014171237591654
330209.451056256948505,4156672.090939703863114
330209.506337516824715,4156672.200815409421921
330209.507245026878081,4156672.245199266355485
330209.577474586316384,4156672.221562087535858
330209.595599169144407,4156672.243392703589052
330209.605795847252011,4156672.309787831269205
330209.572722965735011,4156672.421470100060105
330209.531949056603480,4156672.588812845293432
330209.500010565039702,4156672.755974936764687
330209.442019590525888,4156672.945870923809707
330209.383347983413842,4156673.102479018270969
330209.307005552924238,4156673.259448428638279
330209.248560831183568,4156673.427152487915009
330209.172445284668356,4156673.595217862632126
330209.103577006841078,4156673.685430832207203
330209.079112672945485,4156673.785836480557919
330209.063483752019238,4156673.886061474215239
330209.004131525056437,4156674.009381679352373
330208.927108475880232,4156674.133063200395554
330208.824486707744654,4156674.301670549437404
330208.730473476869520,4156674.459001278504729
330208.626717322855256,4156674.572128809988499
330208.532477222324815,4156674.718363578896970
330208.419205023441464,4156674.798383876215667
330208.279199715820141,4156674.867850186768919
330208.156638353364542,4156674.925859218463302
330208.051520935259759,4156674.972410970833153
330207.928959575772751,4156675.030420003924519
330207.806171335745603,4156675.077333076391369
330207.674320808146149,4156675.113330845721066
330207.533634870662354,4156675.149509275797755
330207.392495173087809,4156675.163495779037476
330207.259964003867935,4156675.166205660440028
330207.118824306875467,4156675.180192166939378
330206.986066256708000,4156675.171806089580059
330206.827028856670950,4156675.175057956017554
330206.693817045190372,4156675.144479953218251
330206.560832112096250,4156675.124997918028384
330206.419011769350618,4156675.105696544051170
330206.285573072964326,4156675.064022583421320
330206.135144197149202,4156675.055997840128839
330205.993096969439648,4156675.025600509252399
330205.860565799521282,4156675.028310412541032
330205.718518570181914,4156674.997913085855544
330205.567635926068760,4156674.967696423176676
330205.426042460603639,4156674.959491031244397
330205.284222109126858,4156674.940189675893635
330205.142401759163477,4156674.920888325199485
330204.991745994717348,4156674.901767635252327
330204.833162356051616,4156674.927211469039321
330204.692249540938064,4156674.952293982263654
330204.542047544207890,4156674.955365229398012
330204.391845549806021,4156674.958436481188983
330204.250932733761147,4156674.983519002329558
330204.083740571979433,4156675.020239476114511
330203.934899887011852,4156675.089886523317546
330203.776996910222806,4156675.148618268780410
330203.610031638876535,4156675.196434716228396
330203.442839481227566,4156675.233155204448849
330203.285163393942639,4156675.302982925437391
330203.127260425244458,4156675.361714684870094
330202.977965980826411,4156675.409169819671661
330202.837960724253207,4156675.478636222425848
330202.680057759396732,4156675.537367990240455
330202.531443983782083,4156675.618111027404666
330202.382603321399074,4156675.687758101616055
330202.225607915548608,4156675.790873737540096
330202.059096439974383,4156675.860882146283984
330201.874914144107606,4156675.931251887232065
330201.708175783627667,4156675.990164340008050
330201.541437425301410,4156676.049076794646680
330201.410040712216869,4156676.107266593724489
330201.260519403032959,4156676.143625795841217
330201.137277436442673,4156676.168347038794309
330200.987529237871058,4156676.193610282149166
330200.855451862502377,4156676.218512195162475
330200.731983008445241,4156676.232137480285019
330200.616895783110522,4156676.223390174098313
330200.492746259842534,4156676.203727569431067
330200.395102968555875,4156676.183522968087345
330200.306521974620409,4156676.174233665224165
330200.199362599407323,4156676.120921840425581
330200.082687139045447,4156676.034502789378166
330199.974847088917159,4156675.947903071995825
330199.840500804944895,4156675.861845354549587
330199.741042379057035,4156675.752873046789318
330199.651100034010597,4156675.677007964346558
330199.560250125476159,4156675.556759024504572
330199.478008732083254,4156675.425233454909176
330199.378550296416506,4156675.316261149477214
330199.340712847653776,4156675.194928209763020
330199.311710807145573,4156675.073414601385593
330199.300152699812315,4156674.940443694125861
330199.262088357238099,4156674.808014789596200
330199.232859423267655,4156674.675405218265951
330199.230363617883995,4156674.553349609021097
330199.201134684961289,4156674.420740037225187
330199.242362159944605,4156674.275589162018150
330199.275434895767830,4156674.163906847592443
330199.309868982410990,4156674.118800319731236
330199.310095873661339,4156674.129896285478026
330199.301033567753620,4156674.118980987463146
330199.309868982410990,4156674.118800319731236
330199.301033567753620,4156674.118980987463146
330199.292198155308142,4156674.119161653798074
330199.292198155308142,4156674.119161653798074
330199.283135851670522,4156674.108246358577162
330199.283135851670522,4156674.108246358577162
330199.274073547974695,4156674.097331061959267
330199.273846656666137,4156674.086235097609460
330199.264784352970310,4156674.075319798663259
330199.255722049158067,4156674.064404502045363
330199.246659745345823,4156674.053489204030484
330199.238051224267110,4156674.064765837043524
330199.228988920454867,4156674.053850539028645
330199.211318095563911,4156674.054211873095483
330199.219926614430733,4156674.042935242410749
330199.210864312830381,4156674.032019946258515
330199.184584964474197,4156674.043657912407070
330199.176203334936872,4156674.066030508372933
330199.150604663416743,4156674.110956369433552
330199.133614513091743,4156674.144605597481132
330199.116851252154447,4156674.189350789412856
330199.083097843802534,4156674.267745211254805
330199.048663761350326,4156674.312851740978658
330199.023291983001400,4156674.368873564992100
330198.981156945577823,4156674.469640582799911
330198.947403539845254,4156674.548035005573183
330198.904360939224716,4156674.604418166913092
330198.897113770246506,4156674.682270586490631
330198.862906580325216,4156674.738473079167306
330198.863360364106484,4156674.760665008798242
330198.846143324510194,4156674.783218273892999
330198.837988588551525,4156674.816686833743006
330198.837761696660891,4156674.805590869393200
330198.829153176862746,4156674.816867502406240
330198.811482351389714,4156674.817228838335723
330198.811482351389714,4156674.817228838335723
330198.794038420019206,4156674.828686138615012
330198.794038420019206,4156674.828686138615012
330198.785203008388635,4156674.828866806346923
330198.794038420019206,4156674.828686138615012
330198.793811528012156,4156674.817590173333883
330198.793584636005107,4156674.806494208052754
330198.784749224316329,4156674.806674877181649
330198.793357744056266,4156674.795398244168609
330198.792903960042167,4156674.773206315003335
330198.792903960042167,4156674.773206315003335
330198.792450176028069,4156674.751014385838062
330198.792450176028069,4156674.751014385838062
330198.801285590045154,4156674.750833719037473
330198.801512481993996,4156674.761929683852941
330198.801512481993996,4156674.761929683852941
330198.801512481993996,4156674.761929683852941
330198.801285590045154,4156674.750833719037473
330198.792677068035118,4156674.762110351119190
330198.792677068035118,4156674.762110351119190
330198.792903960042167,4156674.773206315003335
330198.792903960042167,4156674.773206315003335
330198.801739374001045,4156674.773025647271425
330198.810801675426774,4156674.783940945286304
330198.819863981334493,4156674.794856241438538
330198.819863981334493,4156674.794856241438538
330198.819637089385651,4156674.783760276157409
330198.828472501016222,4156674.783579608891159
330198.819410197436810,4156674.772664311341941
330198.818956413539127,4156674.750472382176667
330198.809667215566151,4156674.728461122605950
330198.809440323617309,4156674.717365157324821
330198.800151130126324,4156674.695353896822780
330198.799697346170433,4156674.673161967657506
330198.799697346170433,4156674.673161967657506
330198.808532755763736,4156674.672981299925596
330198.808532755763736,4156674.672981299925596
330198.808532755763736,4156674.672981299925596
330198.816233710036613,4156674.617320808582008
330198.807625187910162,4156674.628597442526370
330198.807852079859003,4156674.639693405479193
330198.807852079859003,4156674.639693405479193
330198.808078971807845,4156674.650789370760322
330198.799243562272750,4156674.650970038492233
330198.799470454221591,4156674.662066003307700
330198.799470454221591,4156674.662066003307700
330198.799243562272750,4156674.650970038492233
330198.799243562272750,4156674.650970038492233
330198.790181256132200,4156674.640054741408676
330198.789954364183359,4156674.628958777524531
330198.780892060312908,4156674.618043480906636
330198.780892060312908,4156674.618043480906636
330198.770695296407212,4156674.551648362074047
330198.761859884427395,4156674.551829029340297
330198.761859884427395,4156674.551829029340297
330198.762086776434444,4156674.562924993224442
330198.753251364512835,4156674.563105661887676
330198.753251364512835,4156674.563105661887676
330198.753478256519884,4156674.574201626237482
330198.753251364512835,4156674.563105661887676
330198.744415952591226,4156674.563286328688264
330198.744415952591226,4156674.563286328688264
