INDEX,L1_UTM_X,L1_UTM_Y,L1_LON,L1_LAT,R1_UTM_X,R1_UTM_Y,R1_LON,R1_LAT
498,250361.4734,3688333.19,126.318784,33.30521971,250361.4734,3688333.19,126.318784,33.30521971
499,250361.5854,3688333.354,126.3187852,33.30522121,250361.5854,3688333.354,126.3187852,33.30522121
500,250361.7079,3688333.505,126.3187865,33.3052226,250361.7079,3688333.505,126.3187865,33.3052226
501,250361.8324,3688333.656,126.3187878,33.30522399,250361.8324,3688333.656,126.3187878,33.30522399
502,250361.9467,3688333.815,126.3187889,33.30522545,250361.9467,3688333.815,126.3187889,33.30522545
503,250362.0523,3688333.978,126.31879,33.30522694,250362.0523,3688333.978,126.31879,33.30522694
504,250362.1738,3688334.131,126.3187913,33.30522835,250362.1738,3688334.131,126.3187913,33.30522835
505,250362.2777,3688334.299,126.3187924,33.30522988,250362.2777,3688334.299,126.3187924,33.30522988
506,250362.3825,3688334.463,126.3187934,33.30523139,250362.3825,3688334.463,126.3187934,33.30523139
507,250362.4817,3688334.629,126.3187945,33.30523291,250362.4817,3688334.629,126.3187945,33.30523291
508,250362.5697,3688334.809,126.3187954,33.30523455,250362.5697,3688334.809,126.3187954,33.30523455
509,250362.6413,3688334.992,126.3187961,33.30523621,250362.6413,3688334.992,126.3187961,33.30523621
510,250362.6991,3688335.182,126.3187966,33.30523794,250362.6991,3688335.182,126.3187966,33.30523794
511,250362.7594,3688335.37,126.3187972,33.30523965,250362.7594,3688335.37,126.3187972,33.30523965
512,250362.794,3688335.564,126.3187976,33.3052414,250362.794,3688335.564,126.3187976,33.3052414
513,250362.825,3688335.76,126.3187978,33.30524318,250362.825,3688335.76,126.3187978,33.30524318
514,250362.8435,3688335.955,126.318798,33.30524494,250362.8435,3688335.955,126.318798,33.30524494
515,250362.8296,3688336.146,126.3187978,33.30524665,250362.8296,3688336.146,126.3187978,33.30524665
516,250362.8194,3688336.339,126.3187976,33.30524839,250362.8194,3688336.339,126.3187976,33.30524839
517,250362.788,3688336.532,126.3187972,33.30525012,250362.788,3688336.532,126.3187972,33.30525012
518,250362.7713,3688336.726,126.318797,33.30525187,250362.7713,3688336.726,126.318797,33.30525187
519,250362.7439,3688336.921,126.3187966,33.30525362,250362.7439,3688336.921,126.3187966,33.30525362
520,250362.7007,3688337.111,126.3187961,33.30525532,250362.7007,3688337.111,126.3187961,33.30525532
521,250362.6761,3688337.308,126.3187958,33.30525709,250362.6761,3688337.308,126.3187958,33.30525709
522,250362.6375,3688337.497,126.3187953,33.30525878,250362.6375,3688337.497,126.3187953,33.30525878
523,250362.5739,3688337.685,126.3187946,33.30526046,250362.5739,3688337.685,126.3187946,33.30526046
524,250362.5154,3688337.873,126.3187939,33.30526214,250362.5154,3688337.873,126.3187939,33.30526214
525,250362.4572,3688338.062,126.3187933,33.30526383,250362.4572,3688338.062,126.3187933,33.30526383
526,250362.3658,3688338.24,126.3187922,33.30526541,250362.3658,3688338.24,126.3187922,33.30526541
527,250362.2715,3688338.414,126.3187912,33.30526696,250362.2715,3688338.414,126.3187912,33.30526696
528,250362.1779,3688338.587,126.3187901,33.3052685,250362.1779,3688338.587,126.3187901,33.3052685
529,250362.0877,3688338.76,126.3187891,33.30527003,250362.0877,3688338.76,126.3187891,33.30527003
530,250361.9843,3688338.929,126.3187879,33.30527153,250361.9843,3688338.929,126.3187879,33.30527153
531,250361.882,3688339.097,126.3187868,33.30527302,250361.882,3688339.097,126.3187868,33.30527302
532,250361.7768,3688339.263,126.3187856,33.30527449,250361.7768,3688339.263,126.3187856,33.30527449
533,250361.6675,3688339.422,126.3187844,33.3052759,250361.6675,3688339.422,126.3187844,33.3052759
534,250361.5575,3688339.587,126.3187832,33.30527736,250361.5575,3688339.587,126.3187832,33.30527736
535,250361.4504,3688339.753,126.318782,33.30527883,250361.4504,3688339.753,126.318782,33.30527883
536,250361.3282,3688339.909,126.3187806,33.30528021,250361.3282,3688339.909,126.3187806,33.30528021
537,250361.1918,3688340.055,126.3187791,33.30528149,250361.1918,3688340.055,126.3187791,33.30528149
538,250361.0634,3688340.202,126.3187777,33.30528279,250361.0634,3688340.202,126.3187777,33.30528279
539,250360.9495,3688340.363,126.3187764,33.30528421,250360.9495,3688340.363,126.3187764,33.30528421
540,250360.7946,3688340.478,126.3187747,33.30528521,250360.7946,3688340.478,126.3187747,33.30528521
541,250360.6599,3688340.617,126.3187733,33.30528644,250360.6599,3688340.617,126.3187733,33.30528644
542,250360.5206,3688340.752,126.3187717,33.30528762,250360.5206,3688340.752,126.3187717,33.30528762
543,250360.3716,3688340.873,126.3187701,33.30528868,250360.3716,3688340.873,126.3187701,33.30528868
544,250360.2252,3688341.002,126.3187685,33.3052898,250360.2252,3688341.002,126.3187685,33.3052898
545,250360.0849,3688341.135,126.3187669,33.30529097,250360.0849,3688341.135,126.3187669,33.30529097
546,250359.9336,3688341.26,126.3187653,33.30529206,250359.9336,3688341.26,126.3187653,33.30529206
547,250359.7913,3688341.397,126.3187637,33.30529326,250359.7913,3688341.397,126.3187637,33.30529326
548,250359.6381,3688341.516,126.3187621,33.3052943,250359.6381,3688341.516,126.3187621,33.3052943
549,250359.4959,3688341.648,126.3187605,33.30529545,250359.4959,3688341.648,126.3187605,33.30529545
550,250359.3499,3688341.783,126.3187589,33.30529664,250359.3499,3688341.783,126.3187589,33.30529664
551,250359.1986,3688341.903,126.3187572,33.30529768,250359.1986,3688341.903,126.3187572,33.30529768
552,250359.0522,3688342.038,126.3187556,33.30529887,250359.0522,3688342.038,126.3187556,33.30529887
553,250358.9101,3688342.17,126.3187541,33.30530002,250358.9101,3688342.17,126.3187541,33.30530002
554,250358.754,3688342.293,126.3187523,33.30530109,250358.754,3688342.293,126.3187523,33.30530109
555,250358.6027,3688342.42,126.3187507,33.3053022,250358.6027,3688342.42,126.3187507,33.3053022
556,250358.4506,3688342.548,126.318749,33.30530332,250358.4506,3688342.548,126.318749,33.30530332
557,250358.302,3688342.672,126.3187474,33.3053044,250358.302,3688342.672,126.3187474,33.3053044
558,250358.1535,3688342.804,126.3187458,33.30530556,250358.1535,3688342.804,126.3187458,33.30530556
559,250357.9981,3688342.92,126.3187441,33.30530657,250357.9981,3688342.92,126.3187441,33.30530657
560,250357.8558,3688343.058,126.3187425,33.30530778,250357.8558,3688343.058,126.3187425,33.30530778
561,250357.7077,3688343.186,126.3187409,33.3053089,250357.7077,3688343.186,126.3187409,33.3053089
562,250357.5715,3688343.327,126.3187394,33.30531014,250357.5715,3688343.327,126.3187394,33.30531014
563,250357.4199,3688343.454,126.3187377,33.30531125,250357.4199,3688343.454,126.3187377,33.30531125
564,250357.2679,3688343.581,126.318736,33.30531236,250357.2679,3688343.581,126.318736,33.30531236
565,250357.1249,3688343.718,126.3187345,33.30531356,250357.1249,3688343.718,126.3187345,33.30531356
566,250356.9729,3688343.846,126.3187328,33.30531467,250356.9729,3688343.846,126.3187328,33.30531467
567,250356.8344,3688343.982,126.3187313,33.30531587,250356.8344,3688343.982,126.3187313,33.30531587
568,250356.6823,3688344.109,126.3187296,33.30531698,250356.6823,3688344.109,126.3187296,33.30531698
569,250356.5303,3688344.235,126.318728,33.30531808,250356.5303,3688344.235,126.318728,33.30531808
570,250356.3874,3688344.374,126.3187264,33.3053193,250356.3874,3688344.374,126.3187264,33.3053193
571,250356.2443,3688344.504,126.3187248,33.30532043,250356.2443,3688344.504,126.3187248,33.30532043
572,250356.0968,3688344.637,126.3187232,33.3053216,250356.0968,3688344.637,126.3187232,33.3053216
573,250355.9447,3688344.763,126.3187215,33.3053227,250355.9447,3688344.763,126.3187215,33.3053227
574,250355.8074,3688344.903,126.31872,33.30532393,250355.8074,3688344.903,126.31872,33.30532393
575,250355.6701,3688345.044,126.3187185,33.30532517,250355.6701,3688345.044,126.3187185,33.30532517
576,250355.5253,3688345.177,126.3187169,33.30532633,250355.5253,3688345.177,126.3187169,33.30532633
577,250355.3859,3688345.314,126.3187154,33.30532753,250355.3859,3688345.314,126.3187154,33.30532753
578,250355.2415,3688345.447,126.3187138,33.3053287,250355.2415,3688345.447,126.3187138,33.3053287
579,250355.1057,3688345.589,126.3187123,33.30532995,250355.1057,3688345.589,126.3187123,33.30532995
580,250354.9529,3688345.712,126.3187106,33.30533102,250354.9529,3688345.712,126.3187106,33.30533102
581,250354.8146,3688345.854,126.3187091,33.30533227,250354.8146,3688345.854,126.3187091,33.30533227
582,250354.6681,3688345.985,126.3187075,33.30533341,250354.6681,3688345.985,126.3187075,33.30533341
583,250354.5212,3688346.117,126.3187059,33.30533457,250354.5212,3688346.117,126.3187059,33.30533457
584,250354.3726,3688346.249,126.3187042,33.30533572,250354.3726,3688346.249,126.3187042,33.30533572
585,250354.2289,3688346.382,126.3187027,33.30533689,250354.2289,3688346.382,126.3187027,33.30533689
586,250354.0687,3688346.497,126.3187009,33.30533789,250354.0687,3688346.497,126.3187009,33.30533789
587,250353.9158,3688346.619,126.3186992,33.30533895,250353.9158,3688346.619,126.3186992,33.30533895
588,250353.7579,3688346.739,126.3186975,33.30534,250353.7579,3688346.739,126.3186975,33.30534
589,250353.5999,3688346.858,126.3186958,33.30534103,250353.5999,3688346.858,126.3186958,33.30534103
590,250353.4288,3688346.958,126.3186939,33.30534189,250353.4288,3688346.958,126.3186939,33.30534189
591,250353.2573,3688347.049,126.3186921,33.30534267,250353.2573,3688347.049,126.3186921,33.30534267
592,250353.0736,3688347.118,126.3186901,33.30534325,250353.0736,3688347.118,126.3186901,33.30534325
593,250352.8859,3688347.175,126.318688,33.30534372,250352.8859,3688347.175,126.318688,33.30534372
594,250352.6928,3688347.222,126.318686,33.3053441,250352.6928,3688347.222,126.318686,33.3053441
595,250352.5015,3688347.271,126.3186839,33.3053445,250352.5015,3688347.271,126.3186839,33.3053445
596,250352.3068,3688347.295,126.3186818,33.30534467,250352.3068,3688347.295,126.3186818,33.30534467
597,250352.1119,3688347.3,126.3186797,33.30534467,250352.1119,3688347.3,126.3186797,33.30534467
598,250351.9157,3688347.305,126.3186776,33.30534467,250351.9157,3688347.305,126.3186776,33.30534467
599,250351.7191,3688347.281,126.3186755,33.30534441,250351.7191,3688347.281,126.3186755,33.30534441
600,250351.5231,3688347.259,126.3186734,33.30534416,250351.5231,3688347.259,126.3186734,33.30534416
601,250351.326,3688347.245,126.3186713,33.30534399,250351.326,3688347.245,126.3186713,33.30534399
602,250351.1385,3688347.194,126.3186693,33.30534349,250351.1385,3688347.194,126.3186693,33.30534349
603,250350.9491,3688347.13,126.3186673,33.30534287,250350.9491,3688347.13,126.3186673,33.30534287
604,250350.7635,3688347.069,126.3186653,33.30534228,250350.7635,3688347.069,126.3186653,33.30534228
605,250350.5841,3688346.992,126.3186634,33.30534154,250350.5841,3688346.992,126.3186634,33.30534154
606,250350.401,3688346.916,126.3186614,33.30534081,250350.401,3688346.916,126.3186614,33.30534081
607,250350.2215,3688346.83,126.3186595,33.30534,250350.2215,3688346.83,126.3186595,33.30534
608,250350.0499,3688346.733,126.3186577,33.30533908,250350.0499,3688346.733,126.3186577,33.30533908
609,250349.8815,3688346.633,126.3186559,33.30533814,250349.8815,3688346.633,126.3186559,33.30533814
610,250349.7124,3688346.536,126.3186542,33.30533723,250349.7124,3688346.536,126.3186542,33.30533723
611,250349.5545,3688346.415,126.3186525,33.3053361,250349.5545,3688346.415,126.3186525,33.3053361
612,250349.3867,3688346.308,126.3186507,33.3053351,250349.3867,3688346.308,126.3186507,33.3053351
613,250349.2305,3688346.184,126.3186491,33.30533395,250349.2305,3688346.184,126.3186491,33.30533395
614,250349.0725,3688346.065,126.3186474,33.30533284,250349.0725,3688346.065,126.3186474,33.30533284
615,250348.921,3688345.939,126.3186458,33.30533167,250348.921,3688345.939,126.3186458,33.30533167
616,250348.7746,3688345.812,126.3186443,33.30533049,250348.7746,3688345.812,126.3186443,33.30533049
617,250348.6352,3688345.669,126.3186428,33.30532917,250348.6352,3688345.669,126.3186428,33.30532917
618,250348.4947,3688345.528,126.3186414,33.30532786,250348.4947,3688345.528,126.3186414,33.30532786
619,250348.3722,3688345.376,126.3186401,33.30532647,250348.3722,3688345.376,126.3186401,33.30532647
620,250348.2291,3688345.243,126.3186386,33.30532524,250348.2291,3688345.243,126.3186386,33.30532524
621,250348.1001,3688345.1,126.3186373,33.30532392,250348.1001,3688345.1,126.3186373,33.30532392
622,250347.9732,3688344.949,126.3186359,33.30532253,250347.9732,3688344.949,126.3186359,33.30532253
623,250347.8469,3688344.797,126.3186346,33.30532113,250347.8469,3688344.797,126.3186346,33.30532113
624,250347.7056,3688344.663,126.3186331,33.30531989,250347.7056,3688344.663,126.3186331,33.30531989
625,250347.5828,3688344.509,126.3186319,33.30531847,250347.5828,3688344.509,126.3186319,33.30531847
626,250347.4666,3688344.349,126.3186307,33.305317,250347.4666,3688344.349,126.3186307,33.305317
627,250347.3412,3688344.194,126.3186294,33.30531558,250347.3412,3688344.194,126.3186294,33.30531558
628,250347.2226,3688344.036,126.3186281,33.30531413,250347.2226,3688344.036,126.3186281,33.30531413
629,250347.0923,3688343.89,126.3186268,33.30531278,250347.0923,3688343.89,126.3186268,33.30531278
630,250346.9771,3688343.729,126.3186256,33.3053113,250346.9771,3688343.729,126.3186256,33.3053113
631,250346.8413,3688343.588,126.3186242,33.30531,250346.8413,3688343.588,126.3186242,33.30531
632,250346.7105,3688343.441,126.3186228,33.30530865,250346.7105,3688343.441,126.3186228,33.30530865
633,250346.5951,3688343.286,126.3186216,33.30530722,250346.5951,3688343.286,126.3186216,33.30530722
634,250346.4716,3688343.134,126.3186203,33.30530583,250346.4716,3688343.134,126.3186203,33.30530583
635,250346.3456,3688342.983,126.318619,33.30530444,250346.3456,3688342.983,126.318619,33.30530444
636,250346.2222,3688342.832,126.3186177,33.30530305,250346.2222,3688342.832,126.3186177,33.30530305
637,250346.0943,3688342.686,126.3186164,33.3053017,250346.0943,3688342.686,126.3186164,33.3053017
638,250345.9615,3688342.54,126.318615,33.30530036,250345.9615,3688342.54,126.318615,33.30530036
639,250345.8392,3688342.384,126.3186137,33.30529892,250345.8392,3688342.384,126.3186137,33.30529892
640,250345.7023,3688342.24,126.3186123,33.30529759,250345.7023,3688342.24,126.3186123,33.30529759
641,250345.5692,3688342.095,126.3186109,33.30529626,250345.5692,3688342.095,126.3186109,33.30529626
642,250345.4287,3688341.955,126.3186095,33.30529496,250345.4287,3688341.955,126.3186095,33.30529496
643,250345.2961,3688341.809,126.3186081,33.30529362,250345.2961,3688341.809,126.3186081,33.30529362
644,250345.171,3688341.662,126.3186068,33.30529226,250345.171,3688341.662,126.3186068,33.30529226
645,250345.0396,3688341.516,126.3186054,33.30529092,250345.0396,3688341.516,126.3186054,33.30529092
646,250344.8702,3688341.33,126.3186036,33.3052892,250344.8702,3688341.33,126.3186036,33.3052892
647,250344.7014,3688341.144,126.3186019,33.30528748,250344.7014,3688341.144,126.3186019,33.30528748
648,250344.5332,3688340.956,126.3186001,33.30528576,250344.5333,3688340.957,126.3186001,33.30528576
649,250344.3657,3688340.768,126.3185984,33.30528402,250344.3658,3688340.769,126.3185984,33.30528403
650,250344.1988,3688340.58,126.3185966,33.30528229,250344.1991,3688340.581,126.3185966,33.30528229
651,250344.0324,3688340.391,126.3185949,33.30528055,250344.0331,3688340.392,126.3185949,33.30528056
652,250343.8666,3688340.202,126.3185932,33.3052788,250343.8678,3688340.203,126.3185932,33.30527882
653,250343.7013,3688340.011,126.3185915,33.30527705,250343.7032,3688340.014,126.3185915,33.30527707
654,250343.5364,3688339.819,126.3185897,33.30527528,250343.5393,3688339.824,126.3185898,33.30527532
655,250343.3719,3688339.628,126.318588,33.30527352,250343.3761,3688339.634,126.3185881,33.30527357
656,250343.2078,3688339.435,126.3185863,33.30527174,250343.2136,3688339.444,126.3185864,33.30527182
657,250343.0441,3688339.242,126.3185846,33.30526997,250343.0517,3688339.254,126.3185847,33.30527007
658,250342.8806,3688339.048,126.3185829,33.30526818,250342.8905,3688339.063,126.318583,33.30526832
659,250342.7175,3688338.853,126.3185812,33.30526639,250342.7299,3688338.873,126.3185814,33.30526656
660,250342.5546,3688338.658,126.3185795,33.30526459,250342.5699,3688338.682,126.3185797,33.30526481
661,250342.3919,3688338.462,126.3185778,33.30526278,250342.4104,3688338.492,126.318578,33.30526306
662,250342.2293,3688338.265,126.3185761,33.30526097,250342.2515,3688338.302,126.3185764,33.30526131
663,250342.0669,3688338.067,126.3185745,33.30525915,250342.0932,3688338.112,126.3185747,33.30525956
664,250341.9045,3688337.869,126.3185728,33.30525733,250341.9353,3688337.923,126.3185731,33.30525782
665,250341.7423,3688337.67,126.3185711,33.3052555,250341.7779,3688337.733,126.3185715,33.30525608
666,250341.58,3688337.47,126.3185694,33.30525366,250341.6208,3688337.544,126.3185698,33.30525434
667,250341.4176,3688337.27,126.3185677,33.30525182,250341.4643,3688337.356,126.3185682,33.30525261
668,250341.2552,3688337.068,126.318566,33.30524997,250341.308,3688337.169,126.3185666,33.30525088
669,250341.0926,3688336.866,126.3185643,33.30524811,250341.1521,3688336.981,126.3185649,33.30524915
670,250340.9299,3688336.664,126.3185626,33.30524625,250340.9964,3688336.795,126.3185633,33.30524744
671,250340.767,3688336.46,126.318561,33.30524437,250340.8411,3688336.609,126.3185617,33.30524573
672,250340.6037,3688336.257,126.3185593,33.3052425,250340.686,3688336.424,126.3185601,33.30524403
673,250340.4402,3688336.052,126.3185576,33.30524062,250340.5311,3688336.24,126.3185585,33.30524233
674,250340.2764,3688335.847,126.3185559,33.30523874,250340.3764,3688336.057,126.3185569,33.30524065
675,250340.1121,3688335.641,126.3185542,33.30523684,250340.2218,3688335.874,126.3185553,33.30523896
676,250339.9474,3688335.435,126.3185524,33.30523494,250340.0674,3688335.692,126.3185537,33.30523729
677,250339.7823,3688335.228,126.3185507,33.30523304,250339.9131,3688335.512,126.3185521,33.30523563
678,250339.6167,3688335.02,126.318549,33.30523113,250339.7589,3688335.333,126.3185504,33.30523398
679,250339.4505,3688334.812,126.3185473,33.30522922,250339.6047,3688335.155,126.3185488,33.30523234
680,250339.2837,3688334.603,126.3185456,33.3052273,250339.4507,3688334.977,126.3185472,33.30523071
681,250339.1164,3688334.394,126.3185438,33.30522538,250339.2966,3688334.802,126.3185456,33.30522909
682,250338.9484,3688334.184,126.3185421,33.30522344,250339.1427,3688334.627,126.318544,33.30522748
683,250338.7796,3688333.974,126.3185403,33.30522151,250338.9888,3688334.453,126.3185424,33.30522588
684,250338.6102,3688333.762,126.3185386,33.30521957,250338.835,3688334.281,126.3185408,33.30522429
685,250338.4401,3688333.551,126.3185368,33.30521762,250338.6811,3688334.109,126.3185392,33.30522271
686,250338.2692,3688333.339,126.318535,33.30521567,250338.5274,3688333.939,126.3185376,33.30522114
687,250338.0975,3688333.126,126.3185332,33.30521372,250338.3738,3688333.771,126.318536,33.30521959
688,250337.9249,3688332.913,126.3185314,33.30521175,250338.2203,3688333.603,126.3185344,33.30521804
689,250337.7517,3688332.7,126.3185296,33.30520979,250338.0668,3688333.437,126.3185328,33.30521651
690,250337.5775,3688332.486,126.3185278,33.30520782,250337.9136,3688333.272,126.3185312,33.30521499
691,250337.4026,3688332.271,126.318526,33.30520585,250337.7605,3688333.108,126.3185296,33.30521348
692,250337.2269,3688332.055,126.3185242,33.30520386,250337.6076,3688332.946,126.318528,33.30521198
693,250337.0503,3688331.839,126.3185223,33.30520188,250337.4549,3688332.785,126.3185264,33.30521049
694,250336.8109,3688331.544,126.3185199,33.30519916,250337.2596,3688332.57,126.3185244,33.30520851
695,250336.6738,3688331.375,126.3185184,33.30519761,250337.1363,3688332.444,126.3185231,33.30520735
696,250336.5327,3688331.209,126.318517,33.30519608,250337.0102,3688332.322,126.3185218,33.30520621
697,250336.394,3688331.041,126.3185155,33.30519453,250336.886,3688332.198,126.3185205,33.30520507
698,250336.2584,3688330.869,126.3185141,33.30519295,250336.764,3688332.072,126.3185192,33.30520391
699,250336.1192,3688330.701,126.3185127,33.3051914,250336.6398,3688331.949,126.3185179,33.30520277
700,250335.976,3688330.534,126.3185112,33.30518987,250336.5132,3688331.828,126.3185166,33.30520165
701,250335.8364,3688330.366,126.3185097,33.30518832,250336.3891,3688331.705,126.3185153,33.30520052
702,250335.6993,3688330.193,126.3185083,33.30518674,250336.2667,3688331.582,126.318514,33.30519937
703,250335.5587,3688330.024,126.3185068,33.30518517,250336.1425,3688331.459,126.3185127,33.30519824
704,250335.4194,3688329.853,126.3185054,33.3051836,250336.0192,3688331.337,126.3185114,33.30519711
705,250335.2794,3688329.683,126.3185039,33.30518203,250335.8958,3688331.214,126.3185101,33.30519598
706,250335.139,3688329.512,126.3185025,33.30518047,250335.7725,3688331.093,126.3185088,33.30519486
707,250335.0003,3688329.34,126.318501,33.30517888,250335.6504,3688330.97,126.3185076,33.30519372
708,250334.8557,3688329.173,126.3184995,33.30517734,250335.5253,3688330.85,126.3185063,33.30519261
709,250334.7164,3688329,126.3184981,33.30517576,250335.4037,3688330.728,126.318505,33.30519148
710,250334.5762,3688328.828,126.3184966,33.30517417,250335.2818,3688330.606,126.3185037,33.30519036
711,250334.4346,3688328.657,126.3184952,33.3051726,250335.1597,3688330.484,126.3185024,33.30518923
712,250334.2957,3688328.483,126.3184937,33.305171,250335.0394,3688330.361,126.3185012,33.30518809
713,250334.1544,3688328.311,126.3184922,33.30516942,250334.9182,3688330.239,126.3184999,33.30518697
714,250334.0089,3688328.143,126.3184907,33.30516787,250334.7954,3688330.119,126.3184986,33.30518586
715,250333.8645,3688327.974,126.3184892,33.30516631,250334.6738,3688329.998,126.3184974,33.30518474
716,250333.7201,3688327.803,126.3184877,33.30516474,250334.5527,3688329.877,126.3184961,33.30518362
717,250333.5749,3688327.634,126.3184862,33.30516319,250334.4319,3688329.756,126.3184948,33.3051825
718,250333.4277,3688327.467,126.3184847,33.30516164,250334.3108,3688329.635,126.3184936,33.30518138
719,250333.291,3688327.289,126.3184833,33.30516001,250334.1951,3688329.51,126.3184924,33.30518022
720,250333.1514,3688327.115,126.3184818,33.30515841,250334.0786,3688329.385,126.3184911,33.30517908
721,250333.0109,3688326.94,126.3184804,33.3051568,250333.9624,3688329.261,126.3184899,33.30517793
722,250332.8666,3688326.769,126.3184789,33.30515523,250333.8452,3688329.137,126.3184887,33.30517679
723,250332.7254,3688326.595,126.3184774,33.30515363,250333.73,3688329.012,126.3184875,33.30517563
724,250332.6165,3688326.458,126.3184763,33.30515236,250333.6907,3688328.98,126.3184871,33.30517534
725,250332.4729,3688326.282,126.3184748,33.30515075,250333.5737,3688328.852,126.3184859,33.30517415
726,250332.3289,3688326.107,126.3184733,33.30514914,250333.4586,3688328.723,126.3184847,33.30517297
727,250332.1869,3688325.93,126.3184718,33.30514751,250333.3432,3688328.594,126.3184835,33.30517178
728,250332.0405,3688325.757,126.3184703,33.30514592,250333.2242,3688328.469,126.3184822,33.30517062
729,250331.8993,3688325.579,126.3184688,33.30514428,250333.1102,3688328.339,126.318481,33.30516943
730,250331.757,3688325.402,126.3184673,33.30514265,250332.9969,3688328.209,126.3184799,33.30516823
731,250331.6107,3688325.229,126.3184658,33.30514106,250332.8765,3688328.084,126.3184786,33.30516708
732,250331.4689,3688325.052,126.3184643,33.30513943,250332.7583,3688327.957,126.3184774,33.30516591
733,250331.3248,3688324.876,126.3184628,33.30513781,250332.6422,3688327.829,126.3184762,33.30516473
734,250331.1783,3688324.703,126.3184613,33.30513622,250332.5247,3688327.703,126.3184749,33.30516356
735,250331.0301,3688324.531,126.3184598,33.30513464,250332.4054,3688327.578,126.3184737,33.30516241
736,250330.8853,3688324.356,126.3184583,33.30513302,250332.2872,3688327.451,126.3184725,33.30516124
737,250330.7397,3688324.182,126.3184567,33.30513142,250332.1681,3688327.325,126.3184712,33.30516007
738,250330.5967,3688324.005,126.3184553,33.3051298,250332.0511,3688327.198,126.31847,33.3051589
739,250330.4455,3688323.837,126.3184537,33.30512825,250331.9264,3688327.078,126.3184687,33.30515779
740,250330.2902,3688323.672,126.3184521,33.30512673,250331.8038,3688326.956,126.3184674,33.30515666
741,250330.1493,3688323.496,126.3184506,33.3051251,250331.6861,3688326.828,126.3184662,33.30515549
742,250330.0106,3688323.316,126.3184492,33.30512345,250331.567,3688326.702,126.3184649,33.30515432
743,250329.8697,3688323.137,126.3184477,33.30512181,250331.4488,3688326.576,126.3184637,33.30515315
744,250329.7258,3688322.962,126.3184462,33.3051202,250331.3289,3688326.45,126.3184624,33.30515199
745,250329.5754,3688322.793,126.3184446,33.30511864,250331.1996,3688326.334,126.3184611,33.30515092
746,250329.4324,3688322.617,126.3184432,33.30511702,250331.0762,3688326.212,126.3184598,33.30514979
747,250329.2942,3688322.438,126.3184417,33.30511537,250330.9516,3688326.09,126.3184585,33.30514866
748,250329.1489,3688322.265,126.3184402,33.30511378,250330.8248,3688325.97,126.3184572,33.30514755
749,250329.0015,3688322.093,126.3184387,33.3051122,250330.6955,3688325.853,126.3184558,33.30514647
750,250328.8641,3688321.913,126.3184372,33.30511054,250330.5781,3688325.725,126.3184546,33.30514529
751,250328.7244,3688321.735,126.3184358,33.30510891,250330.4598,3688325.598,126.3184534,33.30514411
752,250328.5845,3688321.557,126.3184343,33.30510728,250330.339,3688325.472,126.3184521,33.30514295
753,250328.4443,3688321.381,126.3184329,33.30510565,250330.2122,3688325.351,126.3184508,33.30514184
754,250328.3034,3688321.204,126.3184314,33.30510403,250330.0901,3688325.227,126.3184495,33.30514069
755,250328.1653,3688321.026,126.31843,33.30510239,250329.9695,3688325.1,126.3184482,33.30513952
756,250328.0226,3688320.851,126.3184285,33.30510078,250329.8453,3688324.977,126.3184469,33.30513838
757,250327.8818,3688320.675,126.3184271,33.30509916,250329.7199,3688324.854,126.3184456,33.30513724
758,250327.7369,3688320.503,126.3184255,33.30509758,250329.5971,3688324.729,126.3184443,33.30513609
759,250327.5914,3688320.332,126.318424,33.305096,250329.4694,3688324.608,126.318443,33.30513497
760,250327.4461,3688320.161,126.3184225,33.30509443,250329.3469,3688324.482,126.3184417,33.30513381
761,250327.2992,3688319.991,126.318421,33.30509286,250329.2226,3688324.358,126.3184404,33.30513266
762,250327.1591,3688319.816,126.3184195,33.30509125,250329.0974,3688324.234,126.3184391,33.30513151
763,250327.0195,3688319.641,126.3184181,33.30508964,250328.9765,3688324.106,126.3184379,33.30513033
764,250326.877,3688319.468,126.3184166,33.30508806,250328.852,3688323.981,126.3184365,33.30512917
765,250326.7382,3688319.293,126.3184152,33.30508644,250328.7248,3688323.858,126.3184352,33.30512804
766,250326.5919,3688319.124,126.3184136,33.30508489,250328.5956,3688323.736,126.3184339,33.30512691
767,250326.4539,3688318.948,126.3184122,33.30508327,250328.4718,3688323.61,126.3184326,33.30512574
768,250326.3123,3688318.776,126.3184107,33.30508169,250328.3464,3688323.485,126.3184313,33.30512458
769,250326.1708,3688318.604,126.3184093,33.30508011,250328.2246,3688323.356,126.31843,33.30512339
770,250326.0293,3688318.433,126.3184078,33.30507853,250328.089,3688323.239,126.3184286,33.30512232
771,250325.8866,3688318.262,126.3184063,33.30507696,250327.9539,3688323.123,126.3184271,33.30512123
772,250325.7379,3688318.098,126.3184048,33.30507545,250327.8327,3688322.992,126.3184259,33.30512002
773,250325.6102,3688317.917,126.3184034,33.30507379,250327.7165,3688322.857,126.3184247,33.30511878
774,250325.4808,3688317.737,126.3184021,33.30507213,250327.5984,3688322.723,126.3184234,33.30511755
775,250325.3342,3688317.572,126.3184006,33.30507062,250327.4751,3688322.593,126.3184222,33.30511635
776,250325.1973,3688317.399,126.3183991,33.30506902,250327.346,3688322.468,126.3184208,33.30511519
777,250325.0559,3688317.23,126.3183977,33.30506747,250327.2228,3688322.337,126.3184195,33.30511398
