UTM_X,UTM_Y,LAT_DD,LON_DD
250233.346876,3688223.50555,33.3042017536409,126.317439500809
250233.517627,3688223.401622,33.3042008568275,126.317441361661
250233.681668,3688223.289254,33.3041998824141,126.317443152844
250233.835048,3688223.16884,33.3041988330348,126.317444831856
250233.99565,3688223.057706,33.3041978689426,126.317446585798
250234.141926,3688222.932282,33.3041967727764,126.317448189967
250234.28726,3688222.79879,33.3041956036989,126.317449786255
250234.432226,3688222.667407,33.3041944535383,126.317451378012
250234.554091,3688222.514457,33.3041931037038,126.317452727848
250234.679913,3688222.370163,33.3041918327772,126.317454117753
250234.781077,3688222.201723,33.304190338579,126.317455249743
250234.879032,3688222.038045,33.3041888865426,126.317456345986
250234.961482,3688221.85688,33.304187273354,126.317457280687
250235.041179,3688221.673646,33.3041856408855,126.317458186419
250235.13745,3688221.503555,33.3041841306775,126.317459266362
250235.209991,3688221.318561,33.3041824806926,126.317460095796
250235.275522,3688221.13058,33.3041808021699,126.317460850837
250235.333911,3688220.944773,33.3041791415794,126.317461528644
250235.385468,3688220.758666,33.3041774767023,126.317462133226
250235.420788,3688220.562465,33.3041757171144,126.317462566371
250235.450499,3688220.367063,33.3041739634253,126.317462939111
250235.481048,3688220.171442,33.3041722079573,126.317463320903
250235.516444,3688219.980094,33.3041704921126,126.317463753524
250235.548342,3688219.784471,33.3041687369392,126.317464149792
250235.570785,3688219.589661,33.3041669868993,126.317464444382
250235.559416,3688219.398859,33.3041652651341,126.317464375063
250235.565992,3688219.200393,33.3041634784757,126.317464500409
250235.56068,3688219.000773,33.3041616786641,126.317464498516
250235.555771,3688218.809927,33.3041599579998,126.317464498525
250235.550393,3688218.6113,33.3041581671199,126.317464495649
250235.561108,3688218.413611,33.3041563884216,126.317464665192
250235.556123,3688218.219862,33.3041546415837,126.317464665187
250235.560633,3688218.02905,33.304152923409,126.317464766252
250235.574805,3688217.833735,33.3041511669019,126.317464972234
250235.588773,3688217.637031,33.3041493978326,126.317465176411
250235.602299,3688217.443142,33.304147654024,126.317465375067
250235.608731,3688217.245931,33.3041458786398,126.317465498522
250235.603627,3688217.04755,33.3041440900398,126.317465498519
250235.611915,3688216.852303,33.3041423327814,126.317465641346
250235.593773,3688216.664511,33.3041406365664,126.317465498521
250235.588817,3688216.471868,33.3041388997003,126.317465498522
250235.583648,3688216.274943,33.3041371242038,126.317465497419
250235.594548,3688216.076124,33.3041353353671,126.317465669259
250235.589322,3688215.887725,33.3041336366769,126.317465665191
250235.58428,3688215.69175,33.3041318697694,126.317465665188
250235.571668,3688215.492497,33.3041300715724,126.317465584865
250235.546453,3688215.303566,33.3041283634554,126.317465366461
250235.538369,3688215.105182,33.3041265741377,126.317465334482
250235.511393,3688214.909291,33.3041248029028,126.317465099104
250235.477118,3688214.717923,33.3041230707283,126.31746478416
250235.442585,3688214.525112,33.3041213254926,126.317464466845
250235.407746,3688214.330594,33.3041195648059,126.317464146717
250235.372567,3688214.13458,33.3041177905614,126.317463823355
250235.336494,3688213.941281,33.3041160405718,126.317463489651
250235.310137,3688213.744688,33.3041142631554,126.317463261108
250235.263176,3688213.560705,33.3041125945793,126.317462808004
250235.240005,3688213.369863,33.304110869718,126.31746261206
250235.204422,3688213.17341,33.3041090914244,126.317462284484
250235.175951,3688212.982974,33.3041073689927,126.317462031559
250235.18328,3688212.783784,33.3041055759855,126.317462165185
250235.167821,3688212.585766,33.3041037882559,126.317462053972
250235.158016,3688212.388204,33.3041020059455,126.3174620033
250235.137038,3688212.193849,33.3041002499403,126.317461831857
250235.132146,3688212.003711,33.3040985356591,126.317461831852
250235.122357,3688211.815817,33.3040968404612,126.317461778684
250235.106582,3688211.618847,33.3040950621009,126.317461663791
250235.093411,3688211.424517,33.3040933081306,126.31746157611
250235.078242,3688211.235681,33.3040916031982,126.317461465474
250235.060725,3688211.038828,33.3040898254883,126.317461331857
250235.056968,3688210.839666,33.3040880301637,126.317461346522
250235.066269,3688210.644349,33.3040862725094,126.317461500238
250235.06105,3688210.447723,33.3040844996954,126.317461498516
250235.055969,3688210.250202,33.3040827188494,126.317461498522
250235.06554,3688210.051925,33.304080934588,126.317461655952
250235.089471,3688209.855896,33.3040791739098,126.317461966845
250235.11311,3688209.667685,33.3040774836043,126.317462272447
250235.128845,3688209.469126,33.3040756982309,126.317462496095
250235.156778,3688209.271694,33.3040739258393,126.317462850317
250235.191357,3688209.082953,33.3040722332943,126.317463273451
250235.22324,3688208.887298,33.3040704778291,126.317463669566
250235.252162,3688208.690781,33.3040687139109,126.317464034147
250235.309138,3688208.502718,33.3040670326662,126.317464697414
250235.341806,3688208.315227,33.3040653509408,126.317465099698
250235.387399,3688208.1251,33.3040636484609,126.317465641395
250235.440236,3688207.934655,33.3040619447949,126.317466260908
250235.488297,3688207.749945,33.3040602916944,126.317466827591
250235.530108,3688207.56389,33.3040586250266,126.317467327584
250235.582158,3688207.38358,33.3040570124947,126.317467935854
250235.652401,3688207.199958,33.3040553743388,126.31746874025
250235.715876,3688207.015007,33.3040537226397,126.317469472392
250235.781355,3688206.82859,33.3040520581964,126.317470226442
250235.8488,3688206.642809,33.3040503999392,126.317471001412
250235.930137,3688206.460643,33.3040487774734,126.317471924444
250236.014844,3688206.287187,33.3040472342659,126.317472881233
250236.091972,3688206.109815,33.3040456540184,126.317473757779
250236.175438,3688205.936352,33.3040441104602,126.317474701254
250236.248833,3688205.753438,33.3040424794139,126.317475539275
250236.357261,3688205.597249,33.3040410972809,126.317476745823
250236.4754,3688205.43795,33.3040396893776,126.317478057429
250236.599611,3688205.295542,33.3040384350701,126.317479429525
250236.733148,3688205.14909,33.3040371464877,126.317480902805
250236.861423,3688205.000739,33.3040358395756,126.317482320148
250236.997983,3688204.856121,33.3040345682182,126.317483825359
250237.127996,3688204.705436,33.3040332406795,126.317485261995
250237.266199,3688204.564175,33.3040319999497,126.317486783908
250237.396508,3688204.418461,33.3040307172684,126.317488222348
250237.553472,3688204.295146,33.3040296425809,126.317489940613
250237.706833,3688204.176166,33.3040286061168,126.317491619021
250237.867551,3688204.068677,33.3040276748921,126.317493373198
250238.022346,3688203.947013,33.3040266145774,126.317495067733
250238.175839,3688203.824461,33.3040255459599,126.317496748544
250238.347904,3688203.724477,33.3040246849855,126.317498622402
250238.509625,3688203.619073,33.3040237727791,126.317500386765
250238.66597,3688203.511697,33.3040228415587,126.317502093988
250238.827459,3688203.403482,33.3040219039713,126.317503856638
250238.996272,3688203.297751,33.3040209904624,126.317505697188
250239.150893,3688203.173248,33.3040199045277,126.31750739064
250239.318713,3688203.069099,33.3040190050424,126.317509220099
250239.486895,3688202.965002,33.3040181061095,126.317511053428
250239.645856,3688202.850867,33.3040171145966,126.317512790586
250239.809151,3688202.737704,33.3040161328461,126.31751457398
250239.975586,3688202.637388,33.304015267575,126.317516387519
250240.137502,3688202.530093,33.3040143383756,126.317518154497
250240.300939,3688202.418269,33.3040133687222,126.317519939044
250240.460919,3688202.299973,33.3040123399547,126.317521688285
250240.62552,3688202.194683,33.3040114294426,126.317523483518
250240.788094,3688202.085987,33.3040104877725,126.317525257942
250240.944668,3688201.975801,33.3040095312867,126.317526968398
250241.107339,3688201.864732,33.3040085682583,126.317528744518
250241.270424,3688201.759647,33.3040076592418,126.317530523428
250241.432951,3688201.650557,33.3040067140107,126.317532297456
250241.600156,3688201.546198,33.3040058124904,126.317534120373
250241.769948,3688201.451458,33.304004998237,126.317535968394
250241.938318,3688201.354637,33.3040041649042,126.317537801731
250242.110973,3688201.256823,33.3040033236176,126.31753968132
250242.27745,3688201.150352,33.3040024028992,126.317541497009
250242.44354,3688201.040375,33.304001450502,126.317543309513
250242.613179,3688200.939272,33.3040005788823,126.317545157648
250242.78676,3688200.846761,33.3039997855903,126.317547045709
250242.947679,3688200.740405,33.3039988646197,126.317548801729
250243.104518,3688200.620876,33.3039978240143,126.317550517606
250243.27624,3688200.526944,33.3039970174882,126.317552386112
250243.439205,3688200.425183,33.3039961383928,126.317554162817
250243.616946,3688200.33818,33.3039953956921,126.317556093994
250243.779938,3688200.235621,33.3039945094129,126.317557871209
250243.937844,3688200.11418,33.3039934518276,126.317559599063
250244.110305,3688200.018089,33.3039926260199,126.317561476094
250244.285545,3688199.936155,33.3039919284113,126.317563379036
250244.464725,3688199.853999,33.3039912297156,126.317565324316
250244.647832,3688199.781459,33.3039906185705,126.317567309078
250244.821552,3688199.698305,33.3039899096172,126.317569196048
250245.003284,3688199.617075,33.3039892198562,126.317571168455
250245.182892,3688199.534412,33.3039885166915,126.317573118467
250245.368091,3688199.460801,33.3039878963814,126.317575125971
250245.549874,3688199.38438,33.3039872499614,126.317577097598
250245.726981,3688199.301839,33.3039865473161,126.317579020741
250245.907595,3688199.224767,33.3039858947595,126.317580980004
250246.091515,3688199.146224,33.3039852297154,126.317582975146
250246.268526,3688199.064746,33.3039845366254,126.317584896965
250246.441958,3688198.966053,33.3039836875984,126.317586785133
250246.620653,3688198.882813,33.303982979023,126.317588725508
250246.80416,3688198.80451,33.3039823160455,126.317590716152
250246.988145,3688198.726256,33.3039816536202,126.317592711912
250247.17067,3688198.66045,33.3039811030132,126.31759468857
250247.351373,3688198.580969,33.3039804287718,126.317596649453
250247.527144,3688198.490414,33.3039796536102,126.317598560472
250247.710952,3688198.429722,33.3039791493778,126.317600549485
250247.891836,3688198.352475,33.3039784953066,126.317602511693
250248.07499,3688198.274259,33.3039778330309,126.317604498525
250248.258143,3688198.196043,33.3039771707549,126.317606485347
250248.439027,3688198.118796,33.3039765166837,126.317608447555
250248.630259,3688198.074508,33.3039761619722,126.3176105117
250248.813412,3688197.996292,33.3039754996961,126.317612498521
250249.002978,3688197.934979,33.3039749912028,126.317614549489
250249.197513,3688197.889466,33.3039746262195,126.317616649413
250249.384889,3688197.830097,33.303974134734,126.317618676345
250249.570825,3688197.768058,33.303973618858,126.317620688563
250249.757189,3688197.709527,33.3039731346882,126.317622704405
250249.950071,3688197.669036,33.30397281457,126.317624785205
250250.1434,3688197.628798,33.3039724968349,126.317626870733
250250.338178,3688197.603691,33.3039723157662,126.317628967631
250250.535589,3688197.581335,33.3039721600944,126.317631092022
250250.728216,3688197.558578,33.3039719997007,126.317633165191
250250.922664,3688197.526489,33.3039717556474,126.317635260476
250251.113396,3688197.501905,33.3039715783531,126.317637313816
250251.312283,3688197.488057,33.3039714996805,126.317639451696
