INDEX,UTM_X,UTM_Y,LON,LAT
490,250261.07238155752,3688205.986503167,126.3177418,33.30405033
491,250261.18169076805,3688206.152815143,126.3177429603173,33.30405186
492,250261.29627802648,3688206.3145402935,126.3177441456789,33.30405334
493,250261.39414765776,3688206.475483776,126.31774515093788,33.30405481
494,250261.4821315954,3688206.6474982575,126.3177460473252,33.30405638
495,250261.5690297083,3688206.820535864,126.3177469333884,33.30405796
496,250261.67060410217,3688206.9841460153,126.31774797691628,33.30405946
497,250261.76516502103,3688207.155182232,126.31774894409628,33.30406102
498,250261.8569605524,3688207.3309745593,126.3177498806942,33.30406263
499,250261.91830518964,3688207.515564036,126.3177504882062,33.30406431
500,250261.94268731048,3688207.707241503,126.3177507,33.30406604
501,250261.9912185105,3688207.883,126.3177512,33.30406763
502,250261.9961050096,3688208.081415978,126.3177512,33.30406942
503,250262.00072173504,3688208.2801589975,126.3177511624198,33.30407121
504,250261.9756380412,3688208.474537884,126.3177508375802,33.30407296
505,250261.9489,3688208.6683162176,126.3177505,33.3040747
506,250261.9099,3688208.857790796,126.3177500251472,33.3040764
507,250261.88121495105,3688209.0439487207,126.3177497,33.30407807
508,250261.84445712427,3688209.225991177,126.3177492254614,33.3040797
509,250261.78169169708,3688209.405627892,126.3177485,33.3040813
510,250261.71289193825,3688209.584699744,126.3177477,33.3040829
511,250261.63978088755,3688209.736282908,126.3177468887991,33.30408425
512,250261.5328742032,3688209.892148832,126.3177456968474,33.30408563
513,250261.46036529407,3688210.061355128,126.3177448735342,33.30408714
514,250261.34341386208,3688210.209624245,126.3177435758017,33.30408845
515,250261.2400383132,3688210.376032839,126.3177424,33.30408992
516,250261.12593285076,3688210.5367760016,126.31774115171788,33.30409134
517,250260.99283325687,3688210.6571165705,126.3177396887786,33.3040924
518,250260.87405387827,3688210.774,126.31773838241008,33.30409342
519,250260.7678450588,3688210.911479097,126.31773720634888,33.30409464
520,250260.6136665856,3688211.028577839,126.3177355197063,33.30409566
521,250260.4623036325,3688211.1487511713,126.31773386238588,33.3040967
522,250260.29389956716,3688211.2362445993,126.3177320308643,33.30409745
523,250260.126,3688211.319658781,126.3177302,33.30409817
524,250259.94110403836,3688211.3826737646,126.3177282,33.30409869
525,250259.75461856727,3688211.44,126.3177261881436,33.30409917
526,250259.5668811899,3688211.4453897006,126.31772417103988,33.30409917
527,250259.41985149737,3688211.4303862415,126.3177225991254,33.304099
528,250259.22391660835,3688211.417125747,126.31772049999968,33.30409883
529,250259.04245246807,3688211.403213509,126.3177185568488,33.30409867
530,250258.8499155072,3688211.3710744577,126.3177165,33.30409833
531,250258.65844257816,3688211.339022765,126.3177144543246,33.304098
532,250258.475,3688211.288229277,126.3177125,33.3040975
533,250258.2939230232,3688211.265619917,126.3177105626099,33.30409725
534,250258.1037477848,3688211.2311583096,126.3177085321396,33.3040969
535,250257.91370805807,3688211.1916772574,126.3177065043035,33.3040965
536,250257.7231270584,3688211.159435989,126.3177044680483,33.30409617
537,250257.55526316387,3688211.090130712,126.31770268624508,33.3040955
538,250257.3715772121,3688211.0396276712,126.3177007285592,33.304095
539,250257.2068578768,3688210.9870076966,126.31769897597448,33.30409449
540,250257.0300932444,3688210.902153221,126.3176971022352,33.30409369
541,250256.86657030505,3688210.8367181392,126.3176954,33.30409306
542,250256.68538262008,3688210.774713296,126.31769343906709,33.30409246
543,250256.514,3688210.694,126.31769162162288,33.30409169
544,250256.3482051364,3688210.621364943,126.3176898636756,33.304091
545,250256.17824624776,3688210.558588616,126.3176880573372,33.30409039
546,250256.02884284552,3688210.4781863377,126.3176864761901,33.30408964
547,250255.84628065344,3688210.405398719,126.3176845,33.30408894
548,250255.6842032752,3688210.2947071646,126.3176828287727,33.3040879
549,250255.5166,3688210.196316621,126.31768105761448,33.30408698
