X(E/m),Y(N/m)
330192.149334003799595,4156681.425112602766603
330191.977390835410915,4156681.661741367541254
330191.787549966480583,4156681.887635523453355
330191.553305185050704,4156682.103337097913027
330191.327442012378015,4156682.296666073612869
330191.084134947916027,4156682.501452373806387
330190.840147185721435,4156682.672950785607100
330190.569199413759634,4156682.822799308225513
330190.271064729546197,4156682.939901977777481
330189.963413936784491,4156683.023897439241409
330189.664144745562226,4156683.085520307067782
330189.355359434848651,4156683.114035968668759
330189.054955722007435,4156683.120179032906890
330188.763387409970164,4156683.126141430344433
330188.472046004200820,4156683.143199801910669
330188.180477692279965,4156683.149162219837308
330187.889136289595626,4156683.166220611426979
330187.589413297362626,4156683.205651622265577
330187.280854904325679,4156683.245263326913118
330186.963688018848188,4156683.296151688788086
330186.628850328270346,4156683.347401424311101
330186.302621137117967,4156683.387374526821077
330185.958721142378636,4156683.427709007170051
330185.623202732705977,4156683.445670887362212
330185.287684323673602,4156683.463632782455534
330184.943103601341136,4156683.470679410267621
330184.598522876505740,4156683.477726051118225
330184.271386047708802,4156683.473315373994410
330183.935413814790081,4156683.469085395336151
330183.599214667803608,4156683.453759464435279
330183.271850922028534,4156683.438252861145884
330182.944260258111171,4156683.411650307476521
330182.510644753754605,4156683.387215990573168
330182.183281000936404,4156683.371709432452917
330181.864752649329603,4156683.356022197753191
330181.537615808309056,4156683.351611629594117
330181.228376688784920,4156683.357935665175319
330180.928199888789095,4156683.375174988526851
330180.619414603221230,4156683.403690976556391
330180.301793915918097,4156683.432387663982809
330180.001844036509283,4156683.460722986608744
330179.693058755365200,4156683.489239008631557
330179.384046557242982,4156683.506659077014774
330179.084323602961376,4156683.546090398449451
330178.775311404722743,4156683.563510490581393
330178.466299209278077,4156683.580930592492223
330178.157287016743794,4156683.598350707441568
330177.856883302971255,4156683.604494178667665
330177.556025751400739,4156683.588445730507374
330177.255168195872102,4156683.572397292591631
330176.953856794862077,4156683.534156935755163
330176.652318468317389,4156683.484820623882115
330176.261291488539428,4156683.381811419036239
330175.984897825052030,4156683.265357265248895
330175.716658784542233,4156683.115434531122446
330175.474472100380808,4156682.942777798045427
330175.249729290138930,4156682.758663718588650
330175.015016443911009,4156682.519250514451414
330174.823572909226641,4156682.234549988526851
330174.667470981774386,4156681.949126689694822
330174.545802967855707,4156681.618596757296473
330174.468085050873924,4156681.276067392434925
330174.434317231643945,4156680.921538591850549
330174.435664115881082,4156680.555191052146256
330174.452412563958205,4156680.077522473875433
330174.542340450279880,4156679.720463958103210
330174.641103753179777,4156679.363224752247334
330174.782228711061180,4156678.916314359288663
330174.934685262443963,4156678.591278891079128
330175.096204157045577,4156678.277158698998392
330175.266558476025239,4156677.962857816368341
330175.445975141366944,4156677.659472210332751
330175.694259714800864,4156677.265873347409070
330175.900863411254250,4156676.995233571622521
330176.107467121444643,4156676.724593799561262
330176.314524689922109,4156676.476145963650197
330176.590450186980888,4156676.137484879698604
330176.806343196483795,4156675.888856365811080
330177.013400807511061,4156675.640408548992127
330177.220231510291342,4156675.380864772945642
330177.418226814246736,4156675.121501691639423
330177.693925483268686,4156674.771744685247540
330177.883085402252618,4156674.512562307994813
330178.081080751027912,4156674.253199246712029
330178.279076110164169,4156673.993836188688874
330178.477298398851417,4156673.745569101534784
330178.675293783191592,4156673.486206054687500
330178.856072188995313,4156673.249396321829408
330179.036623687134124,4156673.001490627881140
330179.208112863940187,4156672.742669661063701
330179.361931219696999,4156672.484210077673197
330179.549048990709707,4156672.125164058990777
330179.658009540173225,4156671.834320027381182
330179.758134682080708,4156671.543656685389578
330179.840815916249994,4156671.264450685586780
330179.921908738324419,4156670.907572933472693
330179.907173481828067,4156670.619258536025882
330179.874540473858360,4156670.320209550205618
330179.806338875147048,4156670.010787351056933
330179.720239519490860,4156669.690630564466119
330179.605364731396548,4156669.260056193452328
330179.474634434445761,4156668.918610920663923
330179.353193381801248,4156668.599176888819784
330179.231752320542000,4156668.279742858838290
330179.110538168693893,4156667.971404796000570
330178.989550924277864,4156667.674162700772285
330178.877399094402790,4156667.376739916391671
330178.765247257309966,4156667.079317133873701
330178.653322331141680,4156666.792990318033844
330178.558841324411333,4156666.495206159073859
330178.464360309299082,4156666.197422001976520
330178.387096294783987,4156665.877084538340569
330178.327503122040071,4156665.556385697331280
330178.276518447324634,4156665.224410200957209
330178.234142276109196,4156664.881158052477986
330178.209663867834024,4156664.548640489112586
330178.194020882365294,4156664.215942236594856
330178.187213320692535,4156663.883063295390457
330178.171570334932767,4156663.550365041941404
330178.147091922117397,4156663.217847479041666
330178.120344323280733,4156662.774370270315558
330178.104701336240396,4156662.441672019660473
330178.062778989784420,4156662.120611800812185
330178.029465148691088,4156661.788274928461760
330177.987315876875073,4156661.456118745263666
330177.945393523899838,4156661.135058527346700
330177.894408820138779,4156660.803083034232259
330177.834815606591292,4156660.482384197413921
330177.801501754729543,4156660.150047325529158
330177.804437290411443,4156659.861371554434299
330177.826405197789427,4156659.638910192530602
330177.841579947504215,4156659.516493202652782
330177.840445353300311,4156659.461013378109783
330177.814165985793807,4156659.472651413176209
330177.788567375158891,4156659.517577339429408
330177.763422600575723,4156659.584695197176188
330177.738731666584499,4156659.674004983622581
330177.714040733233560,4156659.763314769603312
330177.697958309785463,4156659.841347902547568
330177.690711312810890,4156659.919200344011188
330177.683237401186489,4156659.985956822521985
330177.684371996787377,4156660.041436646599323
