X(E/m),Y(N/m)
330162.157776348642074,4156678.808187519200146
330162.031372630852275,4156679.110489188227803
330161.931702091358602,4156679.423344701994210
330161.892290825257078,4156679.657263508066535
330161.863303561578505,4156679.968673365656286
330161.887101802509278,4156680.267903015017509
330161.955304018745665,4156680.577325090300292
330162.067229382810183,4156680.863651701249182
330162.168503802386113,4156681.061391297727823
330162.287222088547423,4156681.247673516161740
330162.504491483327001,4156681.498543753288686
330162.747359321685508,4156681.704488016664982
330163.016052541148383,4156681.876602271571755
330163.220855451771058,4156681.950117786414921
330163.416822953382507,4156682.023814014624804
330163.745094592333771,4156682.083703698590398
330164.054333781939931,4156682.077379014343023
330164.362438278738409,4156682.015574514400214
330164.661253497935832,4156681.931758800987154
330164.949871690769214,4156681.781548010651022
330165.203148268861696,4156681.632060046773404
330165.420175484381616,4156681.438911043573171
330165.609788744710386,4156681.201920297462493
330165.676841008418705,4156681.022939225193113
330165.803925628541037,4156680.753925512079149
330165.904050164273940,4156680.463261980097741
330166.003947771387175,4156680.161502482835203
330166.103845386533067,4156679.859742986038327
330166.203289138036780,4156679.535791563801467
330166.311795242014341,4156679.222755403723568
330166.455869926721789,4156678.920092401094735
330166.590882276359480,4156678.606514139100909
330166.717286162835080,4156678.304212545976043
330166.870196289848536,4156678.001368849538267
330166.996146327757742,4156677.676875332370400
330167.113487900700420,4156677.363658482674509
330167.230829485575669,4156677.050441637635231
330167.365841899416409,4156676.736863391008228
330167.492472780984826,4156676.445657778065652
330167.636547563364729,4156676.142994800582528
330167.771786942961626,4156675.840512527618557
330167.916088678408414,4156675.548945520073175
330168.060163493850268,4156675.246282551903278
330168.204465251066722,4156674.954715551342815
330168.322033847507555,4156674.652594688348472
330168.457046349532902,4156674.339016463607550
330168.583677311311476,4156674.047810870688409
330168.710308282519691,4156673.756605280563235
330168.863445508177392,4156673.464857593644410
330169.025645089219324,4156673.184025175403804
330169.187617752526421,4156672.892096797470003
330169.331919595249929,4156672.600529819726944
330169.494119212962687,4156672.319697411730886
330169.638421077630483,4156672.028130440972745
330169.755989776749630,4156671.726009603589773
330169.891456245968584,4156671.434623335488141
330170.026922725257464,4156671.143237071577460
330170.171451564005110,4156670.862766076810658
330170.333424315438606,4156670.570837724022567
330170.486788593116216,4156670.290186037309468
330170.657823715009727,4156670.009172958787531
330170.820023433130700,4156669.728340582456440
330170.964552323799580,4156669.447869602590799
330171.108627369860187,4156669.145206697750837
330171.252702427038457,4156668.842543793842196
330171.397004421334714,4156668.550976858474314
330171.550141846062616,4156668.259229231625795
330171.712341632053722,4156667.978396873455495
330171.874541429511737,4156667.697564520873129
330172.027905815630220,4156667.416912866756320
330172.190105635905638,4156667.136080522090197
330172.361367813136894,4156666.866163449361920
330172.514732234936673,4156666.585511805023998
330172.676932087168097,4156666.304679470602423
330172.857256649062037,4156666.045677678659558
330173.019683452323079,4156665.775941316969693
330173.199781111732591,4156665.505843567661941
330173.388941131357569,4156665.246661094948649
330173.551367966691032,4156664.976924745365977
330173.713794815237634,4156664.707188397645950
330173.885284020798281,4156664.448367323260754
330174.030040043639019,4156664.178992372471839
330174.192920770728961,4156663.931447967421263
330174.364636934362352,4156663.683722869958729
330174.518682259484194,4156663.436359163373709
330174.681563016725704,4156663.188814769033343
330174.862341559724882,4156662.952004955150187
330175.007778411731124,4156662.715917917434126
330175.171113044081721,4156662.490565462037921
330175.343283113674261,4156662.265032318420708
330175.497555416193791,4156662.028764597605914
330175.651600808138028,4156661.781400914769620
330175.823317063041031,4156661.533675852697343
330175.977589393849485,4156661.297408141661435
330176.131634814781137,4156661.050044469069690
330176.294742591562681,4156660.813596074469388
330176.440179524710402,4156660.577509065158665
330176.576781036565080,4156660.341602751053870
330176.722217986825854,4156660.105515746865422
330176.796744593884796,4156659.859778307378292
330176.915902191540226,4156659.635329343378544
330177.034832878387533,4156659.399784417822957
330177.127484202559572,4156659.175877531524748
330177.211753939744085,4156658.974343264475465
330177.290138208190911,4156658.917237228248268
330177.361275484436192,4156658.937983637675643
330177.407041066908278,4156659.014751938637346
330177.417464931902941,4156659.092243000864983
330177.392093241447583,4156659.148264895193279
330177.348143015289679,4156659.160264309961349
330177.303512028302066,4156659.138975831680000
330177.257519525825046,4156659.051111564971507
330177.220589369069785,4156658.974162573926151
330177.193629241723102,4156658.952512715943158
330177.183659214002546,4156658.897213582880795
330177.136985947494395,4156658.776061421260238
330177.124519804259762,4156658.598706677090377
330177.137879189103842,4156658.387521969154477
330177.194281127885915,4156658.119953985791653
330177.304149495088495,4156657.873493790626526
330177.413564033107832,4156657.604841669090092
330177.594342781929299,4156657.368031924590468
330177.819752537296154,4156657.152510664425790
330178.072576274513267,4156656.980831203050911
330178.352360152755864,4156656.830801612697542
330178.642114060232416,4156656.736071163788438
330178.986922818468884,4156656.740120278671384
330179.306132947443984,4156656.789095330052078
330179.635540001152549,4156656.904465493280441
330179.974690139642917,4156657.064038840122521
330180.278271624818444,4156657.213238983880728
330180.582306928874459,4156657.384631067514420
330180.894496906781569,4156657.522554581519216
330181.197624526801519,4156657.649562827311456
330181.491689795104321,4156657.765655807219446
330181.776692710933276,4156657.870833517517895
330182.070984875550494,4156657.998022479470819
330182.382267152657732,4156658.091562189627439
330182.685848553723190,4156658.240762418136001
330182.997811549401376,4156658.367590046022087
330183.292557498905808,4156658.516970978584141
330183.587303435197100,4156658.666351924184710
330183.873440844239667,4156658.827009526547045
330184.150742812897079,4156658.987847820855677
330184.436880197143182,4156659.148505442310125
330184.705800534284208,4156659.331716367509216
330184.966339247301221,4156659.537299910560250
330185.226424131658860,4156659.720691532362252
330185.487189728068188,4156659.937371056061238
330185.721449027769268,4156660.154592631850392
330185.964316836849321,4156660.360537566244602
330186.207411539508030,4156660.577578474301845
330186.441670802421868,4156660.794800068251789
330186.684538575005718,4156661.000745024997741
330186.909962387057021,4156661.218147311359644
330187.135159278579522,4156661.424453639890999
330187.378027015714906,4156661.630398615263402
330187.602996980771422,4156661.825608990620822
330187.845637786726002,4156662.020458015147597
330188.079443155729678,4156662.215487724635750
330188.313248516002204,4156662.410517440177500
330188.555435478570871,4156662.583174554631114
330188.806684760202188,4156662.766746960580349
330189.048871701932512,4156662.939404089935124
330189.308729484677315,4156663.111699868924916
330189.568360352946911,4156663.272899691946805
330189.828218111884780,4156663.445195486769080
330190.096684381016530,4156663.606214650440961
330190.365150641649961,4156663.767233820166439
330190.633843791612890,4156663.939348964951932
330190.902310030651279,4156664.100368150509894
330191.170776256883983,4156664.261387346312404
330191.439469375705812,4156664.433502514380962
330191.708162480965257,4156664.605617691297084
330191.985237198998220,4156664.755360272247344
330192.245321761933155,4156664.938752104993910
330192.504952511633746,4156665.099952016491443
330192.773418675409630,4156665.260971261188388
330193.024440881505143,4156665.433447825722396
330193.284525399678387,4156665.616839690599591
330193.562053848523647,4156665.788774251937866
330193.821684547408950,4156665.949974201619625
330194.090377552434802,4156666.122089453507215
330194.359297445742413,4156666.305300675798208
330194.619381904078182,4156666.488692579790950
330194.879239454166964,4156666.660988527350128
330195.139096995582804,4156666.833284482359886
330195.399408317869529,4156667.027772373985499
330195.659265834488906,4156667.200068344362080
330195.919350237643812,4156667.383460286073387
330196.179434626945294,4156667.566852237563580
330196.439745899289846,4156667.761340160388499
330196.691221742483322,4156667.956008760724217
330196.951532990438864,4156668.150496699847281
330197.194400282576680,4156668.356441946700215
330197.445876089972444,4156668.551110570784658
330197.697351883165538,4156668.745779199991375
330197.949281450011767,4156668.962639764882624
330198.200757221202366,4156669.157308409456164
330198.461068395758048,4156669.351796392817050
330198.721379560243804,4156669.546284382697195
330198.973309075983707,4156669.763144978787750
330199.207794636022300,4156669.991462879348546
330199.450888711318839,4156670.208504155278206
330199.684920464875177,4156670.414630140177906
330199.919405987369828,4156670.642948061693460
330200.144829191267490,4156670.860350689385086
330200.379314688674640,4156671.088668622076511
330200.604737868707161,4156671.306071262806654
330200.839223341085017,4156671.534389208070934
330201.064873388153501,4156671.762887823861092
330201.290296532330103,4156671.980290481355041
330201.516173441079445,4156672.219885073136538
330201.733214922889601,4156672.459660335909575
330201.941420978633687,4156672.699616268277168
330202.149627022678033,4156672.939572204835713
330202.357833054848015,4156673.179528147913516
330202.566039075260051,4156673.419484096113592
330202.774245083914138,4156673.659440048504621
330202.973615668248385,4156673.899576669093221
330203.164377713052090,4156674.150989920366555
330203.320024986984208,4156674.414221792947501
330203.458455197513103,4156674.700006923638284
330203.553388999658637,4156675.019983263686299
330203.595083441876341,4156675.329947616439313
330203.592373943072744,4156675.629719318356365
330203.527816571004223,4156675.930755659937859
330203.418855268508196,4156676.221599353011698
330203.274098563357256,4156676.490973772015423
330203.066813340468798,4156676.728324944153428
330202.850012060254812,4156676.932568892836571
330202.587899307720363,4156677.082236343063414
330202.298372789751738,4156677.188061938155442
330201.980978722218424,4156677.227853748481721
330201.662450213101692,4156677.212165751028806
330201.351849558530375,4156677.151913240086287
330201.040341344312765,4156677.047276884783059
330200.745823269593529,4156676.908991315402091
330200.485058593447320,4156676.692311338614672
330200.241737835691310,4156676.464174072723836
330200.006798691465519,4156676.213664218783379
330199.789530356298201,4156675.962793037761003
330199.572262008325197,4156675.711921860929579
330199.364282843307592,4156675.483061952050775
330199.156076773244422,4156675.243106081616133
330198.965995297767222,4156675.024980811402202
330198.767078400996979,4156674.807036213111132
330198.559552974242251,4156674.600368251092732
330198.360862949513830,4156674.393519627396017
330198.153110612009186,4156674.175755710341036
330197.945812045421917,4156673.980183727573603
330197.738286580308340,4156673.773515785112977
330197.530987996375188,4156673.577943812590092
330197.314853989460971,4156673.382552513852715
330197.098719972418621,4156673.187161220703274
330196.873977426090278,4156673.003046566154808
330196.649007972679101,4156672.807835955172777
330196.432647030160297,4156672.601348713506013
330196.216739867464639,4156672.417053407523781
330196.000378904165700,4156672.210566176101565
330195.793080240837298,4156672.014994245022535
330195.576492360560223,4156671.797411059495062
330195.360358261852525,4156671.602019809652120
330195.152832671883516,4156671.395351928658783
330194.927863137098029,4156671.200141360051930
330194.702893591835164,4156671.004930797033012
330194.477697138558142,4156670.798624276649207
330194.261336090508848,4156670.592137088533491
330194.027531094499864,4156670.397107216529548
330193.811170024913736,4156670.190620039124042
330193.585973529960029,4156669.984313540626317
330193.352168501005508,4156669.789283687248826
330193.126971981488168,4156669.582977201323956
330192.901775451027788,4156669.376670720521361
330192.685414327250328,4156669.170183571986854
330192.451155456481501,4156668.952961812261492
330192.216896573547274,4156668.735740059055388
330192.000081612903159,4156668.507060998119414
330191.774658126931172,4156668.289658581838012
330191.558070046128705,4156668.072075495496392
330191.332646534778178,4156667.854673091322184
330191.107223009457812,4156667.637270690873265
330190.882026376784779,4156667.430964263156056
330190.656829732935876,4156667.224657841026783
330190.431859980570152,4156667.029447386972606
330190.215498735313304,4156666.822960299439728
330189.999137479346246,4156666.616473217494786
330189.783003116084728,4156666.421082103159279
330189.566414935397916,4156666.203499067109078
330189.350053647358436,4156665.997011999133974
330189.133465444436297,4156665.779428973328322
330188.916650325874798,4156665.550749989226460
330188.708897522417828,4156665.332986295688897
330188.501144708250649,4156665.115222607739270
330188.284556460683234,4156664.897639601957053
330188.058905873564072,4156664.669141315855086
330187.833482177695259,4156664.451739000156522
330187.608058474725112,4156664.234336690045893
330187.382861664169468,4156664.028030352666974
330187.157664840226062,4156663.821724019013345
330186.923632583522703,4156663.615598371252418
330186.698662646696903,4156663.420388015452772
330186.465084182447754,4156663.236454308964312
330186.240114224667195,4156663.041243963874876
330186.015144256176427,4156662.846033623907715
330185.789947368786670,4156662.639727326110005
330185.564750468009152,4156662.433421033434570
330185.339553558384068,4156662.227114747744054
330185.122965154121630,4156662.009531819261611
330184.906603648210876,4156661.803044861648232
330184.681406705291010,4156661.596738591324538
330184.465272087953053,4156661.401347610168159
330184.240075123379938,4156661.195041351951659
330184.023713574511930,4156660.988554417155683
330183.798743498977274,4156660.793344134464860
330183.573773412732407,4156660.598133857827634
330183.366701082733925,4156660.413658182602376
330183.158948008203879,4156660.195894620381296
330182.951421834935900,4156659.989227027632296
330182.735514047788456,4156659.804932052269578
330182.510770822700579,4156659.620817766990513
330182.286027587600984,4156659.436703487765044
330182.070119771524332,4156659.252408531028777
330181.862820461334195,4156659.056836927775294
330181.682481256779283,4156658.882915202993900
330181.537710676144343,4156658.719366703182459
330181.455695757700596,4156658.598937262780964
330181.445271930424497,4156658.521446197293699
330181.462035133969039,4156658.476700968109071
330181.470416735741310,4156658.454328352585435
330181.470189821789972,4156658.443232388235629
330181.470416735741310,4156658.454328352585435
330181.461808219901286,4156658.465605003759265
330181.453426618129015,4156658.487977617420256
330181.453880446031690,4156658.510169546585530
330181.445498844375834,4156658.532542161177844
330181.428054896765389,4156658.543999499175698
330181.428508724784479,4156658.566191426943988
330181.420127125456929,4156658.588564042001963
330181.411518609849736,4156658.599840691313148
330181.411972437868826,4156658.622032620478421
330181.403363920166157,4156658.633309271186590
330181.403590834175702,4156658.644405236002058
330181.403817748185247,4156658.655501200351864
330181.404044662194792,4156658.666597165167332
330181.404271576262545,4156658.677693130914122
330181.404271576262545,4156658.677693130914122
330181.404498490272090,4156658.688789093866944
330181.404725404339842,4156658.699885059148073
330181.404725404339842,4156658.699885059148073
330181.404725404339842,4156658.699885059148073
330181.404725404339842,4156658.699885059148073
330181.404725404339842,4156658.699885059148073
330181.404725404339842,4156658.699885059148073
330181.413560836052056,4156658.699704373721033
330181.413560836052056,4156658.699704373721033
330181.413560836052056,4156658.699704373721033
