X(E/m),Y(N/m)
250242.474329077260336,3688201.189307762309909
250242.373592610558262,3688201.258491796907037
250242.282740311784437,3688201.349619061220437
250242.191032010450726,3688201.407472088932991
250242.099894382408820,3688201.487507942132652
250242.008471418434056,3688201.556452383752912
250241.898992131958948,3688201.648058844264597
250241.807569170894567,3688201.717003290075809
250241.715860875905491,3688201.774856321047992
250241.615124420379288,3688201.844040364492685
250241.523701463098405,3688201.912984810769558
250241.422965010453481,3688201.982168856076896
250241.341426223865710,3688202.073056532070041
250241.259316769544967,3688202.141761384438723
250241.121897004952189,3688202.234086648095399
250241.048815713671502,3688202.291460492648184
250240.957107428286690,3688202.349313532467932
250240.874712640274083,3688202.406926975119859
250240.811230184568558,3688202.475152635946870
250240.728550061903661,3688202.521674668416381
250240.664496932353359,3688202.567717506084591
250240.619641471363138,3688202.635463970713317
250240.573929998616222,3688202.669936200138181
250240.491249878599774,3688202.716458232142031
250240.427767427492654,3688202.784683896694332
250240.345087309367955,3688202.831205931957811
250240.262692531308858,3688202.888819382525980
250240.199210080580087,3688202.957045046612620
250240.126128797826823,3688203.014418898150325
250240.052762178587727,3688203.060701338574290
250239.988709058030508,3688203.106744179502130
250239.924941275647143,3688203.163878434803337
250239.851859995978884,3688203.221252288669348
250239.760437063901918,3688203.290196753107011
250239.660271313099656,3688203.381563643924892
250239.569133721670369,3688203.461599523667246
250239.468682636448648,3688203.541875003837049
250239.368802229175344,3688203.644333310425282
250239.277664645022014,3688203.724369193427265
250239.186527059908258,3688203.804405076429248
250239.095674812473590,3688203.895532372873276
250238.986195579433115,3688203.987138870637864
250238.904656835191417,3688204.078026569448411
250238.804491100629093,3688204.169393470976502
250238.704040028911550,3688204.249668960459530
250238.613187792652752,3688204.340796262491494
250238.522620897216257,3688204.443014977499843
250238.412856336362893,3688204.523530069738626
250238.312690613442101,3688204.614896976854652
250238.212524889968336,3688204.706263882573694
250238.121672662702622,3688204.797391189727932
250238.021506942983251,3688204.888758100569248
250237.904140936996555,3688205.036061276681721
250237.803689881780883,3688205.116336774080992
250237.722721836267738,3688205.229407311417162
250237.650496605929220,3688205.320055421907455
250237.550045555806719,3688205.400330922566354
250237.478391011769418,3688205.513161861803383
250237.397708314325428,3688205.637323813978583
250237.306856103590690,3688205.728451129514724
250237.234916224348126,3688205.830190656706691
250237.153948191960808,3688205.943261198233813
250237.072694820584729,3688206.045240328181535
250237.001040285016643,3688206.158071269746870
250236.948012736771489,3688206.270423007663339
250236.876358206936857,3688206.383253950159997
250236.786076691234484,3688206.496564098633826
250236.724020999041386,3688206.620246853679419
250236.680877632519696,3688206.754541817121208
250236.609508451481815,3688206.878464175853878
250236.538139269861858,3688207.002386534586549
250236.504309402545914,3688207.136441896669567
250236.451281866495265,3688207.248793637380004
250236.389226181810955,3688207.372476396150887
250236.336769335030112,3688207.507010966073722
250236.312252962146886,3688207.640826727263629
250236.250482626783196,3688207.775600898079574
250236.226251600717660,3688207.920508072245866
250236.192421742161969,3688208.054563437122852
250236.149278391269036,3688208.188858403824270
250236.115448535128962,3688208.322913768701255
250236.100245661684312,3688208.456489928066730
250236.038475333189126,3688208.591264102142304
250236.014529656182276,3688208.747262688819319
250235.990298637509113,3688208.892169865313917
250235.937556461489294,3688209.015613023657352
250235.941265915462282,3688209.159801390953362
250235.926348389592022,3688209.304468963760883
250235.883205049874960,3688209.438763932790607
250235.879027729126392,3688209.638648967258632
250235.845483226672513,3688209.783795746974647
250235.830565704178298,3688209.928463320713490
250235.833704475226114,3688210.050468862522393
250235.837413932051277,3688210.194657229352742
250235.813182921963744,3688210.339564404916018
250235.807578888314310,3688210.483992376830429
250235.820887180045247,3688210.639032552484423
250235.796370826748898,3688210.772848316468298
250235.800365627976134,3688210.928128097672015
250235.794761598110199,3688211.072556067723781
250235.789157568768132,3688211.216984038706869
250235.792867027659668,3688211.361172406468540
250235.797147172736004,3688211.527543598785996
250235.800856631947681,3688211.671731966082007
250235.804280748212477,3688211.804828919935971
250235.808275550836697,3688211.960108700208366
250235.821583840704989,3688212.115148877725005
250235.852948418760207,3688212.247527021914721
250235.875284852139885,3688212.391236182767898
250235.860652680567000,3688212.546995170880109
250235.892017259699060,3688212.679373315535486
250235.905040205601836,3688212.823322079610080
250235.936404781212332,3688212.955700225662440
250235.958170526952017,3688213.077226559631526
250235.970908128976589,3688213.210083911195397
250235.993244562327163,3688213.353793073445559
250236.005982163973385,3688213.486650424078107
250236.019005105976248,3688213.630599189084023
250236.041341538337292,3688213.774308349937201
250236.065675368445227,3688213.995657402556390
250236.097325282869861,3688214.139126960653812
250236.110348226095084,3688214.283075724262744
250236.123371169232996,3688214.427024488802999
250236.136108771635918,3688214.559881840832531
250236.158445196982939,3688214.703591002151370
250236.171182798949303,3688214.836448354180902
250236.195516626088647,3688215.057797405868769
250236.199226083961548,3688215.201985774096102
250236.212249026139034,3688215.345934539102018
250236.225271967996377,3688215.489883302245289
250236.228981425898382,3688215.634071670472622
250236.251603194396012,3688215.788872246164829
250236.255312652210705,3688215.933060613460839
250236.270332994201453,3688216.154649268835783
250236.274042452336289,3688216.298837636597455
250236.287065393698867,3688216.442786401603371
250236.291060194867896,3688216.598066182807088
250236.294769653206458,3688216.742254550568759
250236.298479111690540,3688216.886442919727415
250236.302188570349244,3688217.030631287954748
250236.307610086980276,3688217.241368132643402
250236.311319545988226,3688217.385556500870734
250236.315029004908865,3688217.529744869563729
250236.300111500400817,3688217.674412444699556
250236.303535616956651,3688217.807509399019182
250236.297931594948750,3688217.951937370467931
250236.283014091954101,3688218.096604945138097
250236.278836786601460,3688218.296489981468767
250236.273232766106958,3688218.440917952451855
250236.258029919408727,3688218.574494114611298
250236.243397764512338,3688218.730253101792186
250236.228480262390804,3688218.874920677859336
250236.213562763296068,3688219.019588252063841
250236.208244088775245,3688219.175107637420297
250236.202925414545462,3688219.330627020914108
250236.197606740839547,3688219.486146405339241
250236.182689244305948,3688219.630813982337713
250236.168057091708761,3688219.786572971381247
250236.153424937452655,3688219.942331958096474
250236.139078129839618,3688220.109182361047715
250236.124445979570737,3688220.264941350556910
250236.110384517000057,3688220.442883163224906
250236.077410753583536,3688220.610212772153318
250236.053750468214275,3688220.777302778325975
250236.011748572404031,3688220.955963404383510
250235.960147853766102,3688221.123772220220417
250235.908547139697475,3688221.291581037454307
250235.838319468544796,3688221.459869062993675
250235.777119934238726,3688221.616826071403921
250235.697008104383713,3688221.763170876074582
250235.626209752692375,3688221.909276077058166
250235.527470970089780,3688222.056100091896951
250235.447073801391525,3688222.191353484522551
250235.347764335398097,3688222.315994676202536
250235.257768351904815,3688222.440396262798458
250235.148860068991780,3688222.554185645654798
250235.039951788756298,3688222.667975031770766
250234.930758165894076,3688222.770673006772995
250234.831163365219254,3688222.884222788270563
250234.703342795692151,3688222.987399976700544
250234.575236878532451,3688223.079485750757158
250234.447130966116674,3688223.171571527142078
250234.309996925294399,3688223.274988326244056
250234.172292192903114,3688223.356222297996283
250234.034872811258538,3688223.448547685518861
250233.823230964917457,3688223.553881336469203
250233.666613943234552,3688223.624503116589040
250233.528623876307392,3688223.694645687006414
250233.381034985592123,3688223.753936449531466
250233.223847275570733,3688223.802375411614776
250233.085286519315559,3688223.850335161201656
250232.928098809556104,3688223.898774127010256
250232.706287464097841,3688223.971073170192540
250232.558413236227352,3688224.019272535108030
250232.419852485531010,3688224.067232294939458
250232.281006385543151,3688224.104100643191487
250232.132846812834032,3688224.141208602115512
250231.929662429232849,3688224.213028448168188
250231.781788207910722,3688224.261227826587856
250231.633628636656795,3688224.298335792496800
250231.495067893556552,3688224.346295565832406
250231.347193676017923,3688224.394494950771332
250231.199319457373349,3688224.442694337107241
250231.051159892638680,3688224.479802311863750
250230.893972203106387,3688224.528241312131286
250230.746097988245310,3688224.576440705917776
250230.524286670755828,3688224.648739801254123
250230.366813635540893,3688224.686087395530194
250230.218654076685198,3688224.723195385187864
250230.071065218187869,3688224.782486202195287
250229.923191012669122,3688224.830685609020293
250229.784630283800652,3688224.878645408432931
250229.646069553971756,3688224.926605209708214
250229.442885201133322,3688224.998425110243261
250229.313923303532647,3688225.057236719876528
250229.184676055534510,3688225.104956916999072
250229.055428808700526,3688225.152677116915584
250228.936065740097547,3688225.222340534906834
250228.816417325579096,3688225.280912539921701
250228.687740784953348,3688225.350815570913255
250228.568377723626327,3688225.420478993095458
250228.458613491442520,3688225.500994219910353
250228.339535786391934,3688225.581749058328569
250228.220743436220801,3688225.673595311120152
250228.110979209712241,3688225.754110542591661
250227.992472217069007,3688225.857048213481903
250227.892592175892787,3688225.959506660699844
250227.738258058874635,3688226.118859848473221
250227.629349902679678,3688226.232649323996156
250227.520156395185040,3688226.335347389336675
250227.411248244025046,3688226.449136868119240
250227.302054741274333,3688226.551834936719388
250227.192861240822822,3688226.654533003922552
250227.083667742757825,3688226.757231073919684
250226.984073075174820,3688226.870780947152525
250226.883622343477327,3688226.951056578662246
250226.774428852018900,3688227.053754653315991
250226.674548838607734,3688227.156213116366416
250226.574668824992841,3688227.258671579882503
250226.474788813502528,3688227.361130045261234
250226.374623448704369,3688227.452497098129243
250226.275028796866536,3688227.566046976950020
250226.120694730256218,3688227.725400194525719
250226.011786611546995,3688227.839189691934735
250225.921505442995112,3688227.952499962411821
250225.812882685306249,3688228.077380876056850
250225.713573402754264,3688228.202022177167237
250225.623292239033617,3688228.315332450903952
250225.478842382872244,3688228.496628892142326
250225.343420645338483,3688228.666594306007028
250225.262452964670956,3688228.779664971400052
250225.190798755473224,3688228.892496021930128
250225.119429904996650,3688229.016418486833572
250225.039032941829646,3688229.151671980507672
250224.958350623986917,3688229.275834060274065
250224.905894081777660,3688229.410368710756302
250224.798983498680172,3688229.601798119954765
250224.746812315861462,3688229.747424184344709
250224.684756951552117,3688229.871107038576156
250224.613673473242670,3688230.006120922043920
250224.561216940783197,3688230.140655574854463
250224.499446936941240,3688230.275429844390601
250224.437391579733230,3688230.399112699553370
250224.358421428943984,3688230.589823267888278
250224.296651431446662,3688230.724597537424415
250224.234881438198499,3688230.859371809288859
250224.173111444426468,3688230.994146080687642
250224.102027985354653,3688231.129159968346357
250224.004716265393654,3688231.331441184505820
250223.907689913263312,3688231.544813817366958
250223.845634570607217,3688231.668496677186340
250223.774551121809054,3688231.803510568570346
250223.702896955102915,3688231.916341632604599
250223.641126976901432,3688232.051115908194333
250223.579071641404880,3688232.174798771739006
250223.481474590400467,3688232.365988581441343
250223.419133900228189,3688232.478580032475293
250223.357078570843441,3688232.602262896951288
250223.285424417990725,3688232.715093965642154
250223.204742155852728,3688232.839256064500660
250223.142401472461643,3688232.951847517397255
250223.052120389125776,3688233.065157820004970
250222.944353809347376,3688233.223313013091683
250222.863671556231566,3688233.347475115209818
250222.782418585411506,3688233.449454390909523
250222.682824041461572,3688233.563004315830767
250222.601856434572255,3688233.676075006369501
250222.501976534753339,3688233.778533520177007
250222.411410106666153,3688233.880752416327596
250222.321129038813524,3688233.994062727317214
250222.230562612385256,3688234.096281626261771
250222.130682721035555,3688234.198740143328905
250222.040116298565408,3688234.300959043670446
250221.940236411406659,3688234.403417564928532
250221.840641887596576,3688234.516967498697340
250221.750075473566540,3688234.619186401367188
250221.659223695460241,3688234.710313892923295
250221.559343818953494,3688234.812772417906672
250221.478090874734335,3688234.914751705247909
250221.368897533917334,3688235.017449849750847
250221.287359231559094,3688235.108337726909667
250221.205820930772461,3688235.199225604534149
250221.123997271846747,3688235.279022069647908
250221.042744336300530,3688235.381001360714436
250220.951607212220551,3688235.461037446279079
250220.860755451984005,3688235.552164946682751
250220.734076644177549,3688235.699707990977913
250220.643224888335681,3688235.790835493244231
250220.561971962277312,3688235.892814790364355
250220.471120212401729,3688235.983942294493318
250220.361641531315399,3688236.075549038127065
250220.280388610786758,3688236.177528338041157
250220.180223398725502,3688236.268895464017987
250220.089657016913407,3688236.371114385779947
250219.989777172333561,3688236.473572927061468
250219.889611966063967,3688236.564940057694912
250219.780133297259454,3688236.656546808313578
250219.680253458762309,3688236.759005354251713
250219.580088258517208,3688236.850372488144785
250219.479923060047440,3688236.941739622969180
250219.389071327837883,3688237.032867137808353
250219.243194905313430,3688237.158706619869918
250219.152057812840212,3688237.238742723129690
250219.051892622461310,3688237.330109862145036
250218.960755533073097,3688237.410145968664438
250218.860590348718688,3688237.501513110939413
250218.724312766571529,3688237.638204392511398
250218.578150996414479,3688237.752952469512820
250218.477700451359851,3688237.833228203468025
250218.368221809942042,3688237.924834971316159
250218.267771268467186,3688238.005110707134008
250218.167606094240909,3688238.096477855928242
250218.067155556054786,3688238.176753590814769
250217.957391556410585,3688238.257268952205777
250217.811515170556959,3688238.383108456619084
250217.701751175249228,3688238.463623820338398
250217.601586011180189,3688238.554990977048874
250217.500850115728099,3688238.624175306875259
250217.391086125688162,3688238.704690672457218
250217.272008674626704,3688238.785445663146675
250217.107505377876805,3688238.911764425225556
250216.952315550326603,3688239.037843567784876
250216.842551569192437,3688239.118358941283077
250216.741815684799803,3688239.187543279025704
250216.622738244856009,3688239.268298279028386
250216.512974268960534,3688239.348813656251878
250216.338586793281138,3688239.453189227730036
250216.182826247648336,3688239.557085555978119
250216.063748816523002,3688239.637840562500060
250215.944386016577482,3688239.707504156976938
250215.834051313955570,3688239.765836714766920
250215.705375059886137,3688239.835739936213940
250215.586012264655437,3688239.905403536278754
250215.475677566137165,3688239.963736098259687
250215.291691283287946,3688240.057259901426733
250215.162444293091539,3688240.104980302043259
250215.043081507144962,3688240.174643909092993
250214.913834521867102,3688240.222364313434809
250214.785158277605660,3688240.292267547920346
250214.646312461147318,3688240.329136168584228
250214.507752018165775,3688240.377096203621477
250214.368906206102110,3688240.413964825216681
250214.221317674615420,3688240.473255906719714
250214.082471864705440,3688240.510124533437192
250213.924999130860670,3688240.547472416888922
250213.777125232532853,3688240.595672089140862
250213.619937872048467,3688240.644111387897283
250213.471778605045984,3688240.681219652295113
250213.324190082232235,3688240.740510745905340
250213.111407331074588,3688240.801479227840900
250212.982160359417321,3688240.849199659656733
250212.843314558325801,3688240.886068306397647
250212.714067591237836,3688240.933788741473109
250212.584820625284920,3688240.981509179342538
250212.455859030626016,3688241.040321031585336
250212.317583979078336,3688241.099372514057904
250212.124284280987922,3688241.193136007059366
250212.014234988397220,3688241.262560024857521
250211.903900324134156,3688241.320892629679292
250211.803164497425314,3688241.390077023301274
250211.692829835636076,3688241.448409630451351
250211.583065922575770,3688241.528925068210810
250211.482615471410099,3688241.609200879000127
250211.382165022048866,3688241.689476690720767
250211.281999948230805,3688241.780843917280436
250211.181264128244948,3688241.850028317421675
250211.080813683656743,3688241.930304132867604
250210.989962075196672,3688242.021431734319776
250210.898825093900086,3688242.101467922795564
250210.807973488786956,3688242.192595525179058
250210.716551138320938,3688242.261540302541107
250210.598900656681508,3688242.397752452641726
250210.507763679808704,3688242.477788645774126
250210.416626709280536,3688242.557824838440865
250210.334803197154542,3688242.637621403671801
250210.252979686600156,3688242.717417969368398
250210.179898885922739,3688242.774792077951133
250210.125445007026428,3688242.831686927005649
250210.043336124304915,3688242.900392081122845
250210.034022665058728,3688242.900631710421294
250210.034022665058728,3688242.900631710421294
250210.043336124304915,3688242.900392081122845
250210.043336124304915,3688242.900392081122845
