X(E/m),Y(N/m)
250254.730726930516539,3688197.244719272945076
250254.600337921554456,3688197.248073453083634
250254.469948910205858,3688197.251427636016160
250254.339274580677738,3688197.243690408300608
250254.199572070938302,3688197.247284179087728
250254.087810062628705,3688197.250159197486937
250253.948392873571720,3688197.264844383113086
250253.827602685865713,3688197.279050401877612
250253.697213676670799,3688197.282404595054686
250253.575852844136534,3688197.274427791126072
250253.445749156177044,3688197.288873400073498
250253.324958968849387,3688197.303079423960298
250253.194569959625369,3688197.306433624122292
250253.082807951228460,3688197.309308653231710
250252.896823258517543,3688197.325191784184426
250252.785346572432900,3688197.339158228598535
250252.663985741324723,3688197.331181437708437
250252.534167376928963,3688197.356718470342457
250252.404063690337352,3688197.371164093259722
250252.282988181745168,3688197.374278718605638
250252.153169816010632,3688197.399815756361932
250251.957871627091663,3688197.415938491933048
250251.837366765277693,3688197.441235947888345
250251.707263077754760,3688197.455681579187512
250251.587043542851461,3688197.492070449516177
250251.456939856114332,3688197.506516083609313
250251.335579024540493,3688197.498539310414344
250251.206045988394180,3688197.535167773254216
250251.011318448203383,3688197.573473352473229
250250.871615940239280,3688197.577067171689123
250250.722885256545851,3688197.591991992667317
250250.583468071068637,3688197.606677227187902
250250.463248538697371,3688197.643066111486405
250250.334000831964659,3688197.690785999875516
250250.213210651010741,3688197.704992061946541
250250.028081942116842,3688197.754149485379457
250249.898263587238034,3688197.779686555266380
250249.749247581319651,3688197.783519978635013
250249.610971704678377,3688197.842570877168328
250249.500065678206738,3688197.878720184788108
250249.360933823394589,3688197.904496850445867
250249.240714298124658,3688197.940885749645531
250249.120780100114644,3688197.988366065546870
250249.009588749933755,3688198.013423964846879
250248.880055726942373,3688198.050052460748702
250248.778463204886066,3688198.085962187033147
250248.639331356505863,3688198.111738864332438
250248.528710662998492,3688198.158979594241828
250248.418375297624152,3688198.217311739921570
250248.297585124062607,3688198.231517828535289
250248.195992605498759,3688198.267427559942007
250248.076058413338615,3688198.314907886553556
250247.955838896741625,3688198.351296804845333
250247.835619381046854,3688198.387685722671449
250247.743911021330860,3688198.445538694504648
250247.604493851424195,3688198.460223972331733
250247.484559666394489,3688198.507704307790846
250247.392565981223015,3688198.554465870838612
250247.263032969960477,3688198.591094388626516
250247.162296444526874,3688198.660278368275613
250247.051105105434544,3688198.685336292255670
250246.931170925381593,3688198.732816635631025
250246.811236746405484,3688198.780296979937702
250246.681989066681126,3688198.828016917221248
250246.580681890947744,3688198.875018079765141
250246.470346544054337,3688198.933350247330964
250246.360011198441498,3688198.991682417225093
250246.248819864471443,3688199.016740352846682
250246.147512690135045,3688199.063741519115865
250246.037177347694524,3688199.122073691803962
250245.935870175395394,3688199.169074863661081
250245.843876503058709,3688199.215836440213025
250245.723942334385356,3688199.263316798023880
250245.622064503753791,3688199.288135147187859
250245.520757334888913,3688199.335136320441961
250245.419450166897150,3688199.382137497421354
250245.318713661807124,3688199.451321496628225
250245.207807665952714,3688199.487470857333392
250245.106500501016853,3688199.534472036175430
250245.024105665594107,3688199.592085441108793
250244.903600842109881,3688199.617382984142751
250244.811892512283521,3688199.675235984846950
250244.710585350840120,3688199.722237168811262
250244.599679359904258,3688199.758386534173042
250244.517284529370954,3688199.815999944228679
250244.416548034641892,3688199.885183956008404
250244.333867874054704,3688199.931705954484642
250244.242444880219409,3688200.000650373753160
250244.132109558529919,3688200.058982570655644
250244.021774238266516,3688200.117314767092466
250243.920752417412587,3688200.175407372415066
250243.810417099419283,3688200.233739573042840
250243.700081782706548,3688200.292071775067598
250243.590031800325960,3688200.361495391465724
250243.489580650639255,3688200.441770824138075
250243.379816004569875,3688200.522285854909569
250243.269766026991419,3688200.591709475032985
250243.160001384414500,3688200.672224508132786
250243.059264910029015,3688200.741408535279334
250242.958813766221283,3688200.821683974936604
250242.858077294804389,3688200.890868003480136
250242.766939651541179,3688200.970903849694878
250242.666203183092875,3688201.040087880566716
250242.574780211027246,3688201.109032316599041
